Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2101,0,5,5.227339213728459,1.3444520009215921,29.015259999141563,120.0,7.009359157157287,0.0,5,6,6,7,8,10,12,14,19,29,29
POST,/petclinic/api/owners/1/pets,4163,0,5,5.245330303628727,1.2427029996615602,32.736520999606,118.50468412202738,13.888606459422077,0.0,5,6,7,7,9,10,12,13,18,33,33
POST,/petclinic/api/owners/1/pets/1/visits,2113,0,5,5.4890718741138,1.3355450009839842,214.06930400007695,70.48177946048273,7.0493935740472855,0.0,5,6,7,7,9,10,13,15,19,210,210
PUT,/petclinic/api/owners/2,2101,0,6,6.547412149438472,1.878581999335438,51.716416999624926,0.0,7.009359157157287,0.0,6,7,8,9,10,12,14,15,23,52,52
PUT,/petclinic/api/pets/2,2062,0,5,5.590506122218806,1.4743040010216646,23.597389001224656,0.0,6.87924730226479,0.0,5,6,7,8,9,11,13,15,22,24,24
POST,/petclinic/api/pettypes,2116,0,5,5.059523864819327,1.2092060005670646,31.016349001220078,35.48534971644612,7.059402178269785,0.0,5,6,6,7,8,10,12,14,22,31,31
PUT,/petclinic/api/pettypes/2,2116,0,4,4.753280162082219,1.229974999660044,29.691495999941253,0.0,7.059402178269785,0.0,4,5,6,7,8,10,12,13,17,30,30
POST,/petclinic/api/specialties,2050,0,5,5.130387432182033,1.27954199888336,35.400299000684754,43.464390243902436,6.839212885374792,0.0,5,6,6,7,8,10,12,13,24,35,35
PUT,/petclinic/api/specialties/2,2050,0,5,5.093733841446321,1.2715180000668624,29.73052400011511,0.0,6.839212885374792,0.0,5,6,6,7,8,10,12,13,22,30,30
POST,/petclinic/api/vets,2074,0,6,6.46493644164757,1.8940739992103772,58.17726900022535,106.47492767598843,6.91928171915479,0.0,6,7,8,8,10,12,14,15,20,58,58
PUT,/petclinic/api/vets/2,2074,0,6,6.08621472614425,1.750121999066323,28.78078799949435,0.0,6.91928171915479,0.0,6,7,8,8,10,11,14,15,24,29,29
PUT,/petclinic/api/visits/2,2112,0,5,5.768222125443469,1.459417999285506,68.79542699971353,0.0,7.046057372639786,0.0,5,6,7,8,9,11,13,15,27,69,69
,Aggregated,27132,0,5,5.515185380540922,1.2092060005670646,214.06930400007695,47.1546881910659,90.51781658828725,0.0,5,6,7,7,9,11,13,15,22,58,210
