Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,240,0,7,6.424494333365753,2.2430050012189895,21.24579600058496,120.0,0.8013099621324106,0.0,7,7,8,8,9,10,13,13,21,21,21
POST,/petclinic/api/owners/1/pets,475,0,7,6.319171713736355,2.027001000897144,20.41851499961922,118.50526315789473,1.585925966720396,0.0,7,8,8,8,9,10,13,15,20,20,20
POST,/petclinic/api/owners/1/pets/1/visits,242,0,7,7.010644541322499,2.334270000574179,32.101639999382314,69.58677685950413,0.8079875451501807,0.0,7,8,8,8,9,12,15,19,32,32,32
PUT,/petclinic/api/owners/2,240,0,8,8.233014749945747,3.0260070016083773,23.802133000572212,0.0,0.8013099621324106,0.0,8,10,11,12,14,15,17,17,24,24,24
PUT,/petclinic/api/pets/2,235,0,7,7.235492617017255,2.438387999063707,29.449600999214454,0.0,0.7846160045879853,0.0,7,8,9,9,11,15,21,23,29,29,29
POST,/petclinic/api/pettypes,233,0,7,7.123107351847665,2.3035750000417465,193.6807520014554,34.587982832618025,0.7779384215702153,0.0,7,7,8,8,9,10,14,14,190,190,190
PUT,/petclinic/api/pettypes/2,233,0,6,6.009413407802109,2.0551050001813564,58.340764000604395,0.0,0.7779384215702153,0.0,6,7,7,8,8,10,14,16,58,58,58
POST,/petclinic/api/specialties,255,0,7,6.097431223593851,2.2729379998054355,15.199584000583855,42.6,0.8513918347656863,0.0,7,7,8,8,9,10,10,11,15,15,15
PUT,/petclinic/api/specialties/2,255,0,6,6.085402835257507,2.0603279990609735,26.32478699888452,0.0,0.8513918347656863,0.0,6,7,8,8,9,10,13,17,26,26,26
POST,/petclinic/api/vets,240,0,8,8.728635945802429,3.122030000668019,112.26494899892714,105.6,0.8013099621324106,0.0,8,9,10,10,12,14,18,19,110,110,110
PUT,/petclinic/api/vets/2,240,0,5,6.025799354104795,2.7637229995889356,23.231384000609978,0.0,0.8013099621324106,0.0,5,6,8,8,11,13,18,19,23,23,23
PUT,/petclinic/api/visits/2,242,0,8,7.989697285064579,2.535597999667516,46.60502099977748,0.0,0.8079875451501807,0.0,8,9,9,10,12,14,25,29,47,47,47
,Aggregated,3130,0,7,6.887347196481624,2.027001000897144,193.6807520014554,46.707987220447286,10.450417422810188,0.0,7,8,8,9,10,12,15,18,47,190,190
