Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1372,97,2,499.1441184824988,0.9923630004777806,5005.519435999304,112.06997084548105,4.577716559425998,0.3236432261401762,2,2,3,3,3000,5000,5000,5000,5000,5000,5000
POST,/petclinic/api/owners/1/pets,2676,266,20,855.964614462983,3.6583010005415417,29594.566777999717,106.32436472346787,8.928549207743417,0.8875164758070812,20,28,36,43,210,5000,13000,18000,29000,30000,30000
POST,/petclinic/api/owners/1/pets/1/visits,1390,74,24,412.1913266302529,3.5467600009724265,5072.62107600036,66.43237410071943,4.6377740653076795,0.24690307973580453,24,36,47,57,130,5000,5000,5000,5000,5100,5100
PUT,/petclinic/api/owners/2,1355,62,2,463.7836156206682,0.9881969999696594,5024.792993999654,128.29815498154983,4.520995581648854,0.20686474248134976,2,2,2,3,1000,5000,5000,5000,5000,5000,5000
PUT,/petclinic/api/pets/2,1304,79,2,547.7975263734833,0.9419889993296238,10009.380571998918,113.66947852760737,4.350832648317421,0.263585720258494,2,2,2,2,5,5000,8600,10000,10000,10000,10000
POST,/petclinic/api/pettypes,1326,70,2,427.8614228068997,0.9951720003300579,5011.467559001176,32.33107088989442,4.424236266617254,0.23355696731765294,2,2,3,3,20,5000,5000,5000,5000,5000,5000
PUT,/petclinic/api/pettypes/2,1322,80,2,443.8449322412662,0.7824399999663001,5023.937705998833,30.063540090771557,4.410890154199103,0.2669222483630319,2,2,2,2,6,5000,5000,5000,5000,5000,5000
POST,/petclinic/api/specialties,1328,57,2,373.63348133357505,0.9906609993777238,5005.003114998544,40.327560240963855,4.43090932282633,0.19018210195866025,2,2,3,3,17,4100,5000,5000,5000,5000,5000
PUT,/petclinic/api/specialties/2,1321,67,2,426.25374675698436,0.8341749999090098,5027.848503999849,27.529144587433763,4.407553626094565,0.22354738300403923,2,2,2,2,6,5000,5000,5000,5000,5000,5000
POST,/petclinic/api/vets,1341,68,2,379.2447151133453,0.9701100007077912,5029.074927999318,100.76211782252051,4.474284188185322,0.22688391110857714,2,2,3,3,16,5000,5000,5000,5000,5000,5000
PUT,/petclinic/api/vets/2,1336,65,2,386.78605559055376,0.9937499999068677,5025.27069899952,106.55089820359281,4.457601547662633,0.21687432679496343,2,2,2,3,6,5000,5000,5000,5000,5000,5000
PUT,/petclinic/api/visits/2,1381,65,2,386.8160996379282,0.8290400000987574,5015.09970600091,69.56408399710355,4.607745312366839,0.21687432679496343,2,2,2,2,4,5000,5000,5000,5000,5000,5000
,Aggregated,17452,1050,2,496.4455554098,0.7824399999663001,29594.566777999717,80.14966765986706,58.22908848039542,3.5033545097647942,2,4,12,19,75,5000,5000,5000,19000,29000,30000
