Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1196,95,2,491.69146919398906,0.8314599999721395,8880.042306999712,110.1948160535117,3.9911625366935213,0.3170237800885322,2,2,3,3,2600,5000,5000,5000,5000,8900,8900
POST,/petclinic/api/owners/1/pets,2424,266,10,753.1274994888623,2.4420690006081713,22837.930965999476,105.04702970297029,8.089112030890547,0.8876665842478901,10,15,19,23,5000,5000,9000,13000,20000,23000,23000
POST,/petclinic/api/owners/1/pets/1/visits,1257,134,22,804.6224869753362,3.2979440002236515,32806.448231000104,62.56006364359586,4.194725174434579,0.4471703845459296,22,31,38,46,5000,5000,8800,14000,28000,33000,33000
PUT,/petclinic/api/owners/2,1178,108,2,659.8613411460319,0.8376230007343111,20002.903668000727,121.41765704584041,3.9310948730977993,0.36040598157433135,2,2,2,3,27,5000,9900,10000,15000,20000,20000
PUT,/petclinic/api/pets/2,1232,119,2,625.3428359017992,0.878246999491239,10006.553806999364,109.3125,4.111297863884965,0.3971139982161614,2,2,2,3,5000,5000,7300,10000,10000,10000,10000
POST,/petclinic/api/pettypes,1243,102,2,510.4917661319316,0.8534929993402329,9490.677920000053,30.368463395012068,4.148005880526795,0.340383427042424,2,2,3,3,2600,5000,5000,5000,9500,9500,9500
PUT,/petclinic/api/pettypes/2,1236,94,2,479.38567462055073,0.7581890004075831,9972.398869999779,29.566343042071196,4.1246462335729035,0.31368668766654767,2,2,2,2,2200,5000,5000,5000,7900,10000,10000
POST,/petclinic/api/specialties,1293,125,2,587.3723187880952,0.9617750001780223,9269.2374570006,37.14694508894045,4.314860501626023,0.41713655274806866,2,2,3,3,4000,5000,5000,5000,8900,9300,9300
PUT,/petclinic/api/specialties/2,1286,111,2,571.0574117628242,0.8030239996514865,10004.706375000751,25.938569206842924,4.2915008546721305,0.370417258840285,2,2,2,2,4500,5000,5000,5000,10000,10000,10000
POST,/petclinic/api/vets,1213,122,2,680.0050699884672,0.8743589996811352,14792.995503999919,95.34047815333884,4.047893107867258,0.407125275482115,2,2,3,3,5000,5000,8200,9300,14000,15000,15000
PUT,/petclinic/api/vets/2,1205,113,2,629.388470661422,0.9160359995803447,14976.88431899951,101.49709543568464,4.021196368491382,0.37709144368425407,2,2,2,3,4100,5000,7600,10000,15000,15000,15000
PUT,/petclinic/api/visits/2,1252,81,2,472.9350214089496,0.8022399997571483,10002.921739999692,68.27715654952077,4.178039712324656,0.2703044861807485,2,2,2,2,800,5000,5000,5000,10000,10000,10000
,Aggregated,16015,1470,2,616.2398787665356,0.7581890004075831,32806.448231000104,76.2961598501405,53.44353513808256,4.9055258603172875,2,4,9,14,3500,5000,5000,8900,18000,28000,33000
