Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1733230455,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1733230456,1,,Aggregated,0.000000,0.000000,110,110,110,110,110,110,110,110,110,110,110,2,0,7,58.06464600027539,6.594808000045305,109.53448400050547,30.5
1733230457,2,,Aggregated,0.000000,0.000000,7,10,23,23,110,110,110,110,110,110,110,8,0,6,21.31584637504602,4.03831000039645,109.53448400050547,99.125
1733230458,3,,Aggregated,2.000000,0.000000,7,9,10,18,23,110,110,110,110,110,110,14,0,7,16.00727749993374,3.9525170004708343,109.53448400050547,81.14285714285714
1733230459,4,,Aggregated,2.000000,0.000000,7,9,10,11,23,110,110,110,110,110,110,19,0,7,13.776754789432744,3.6251249994165846,109.53448400050547,86.47368421052632
1733230460,5,,Aggregated,4.000000,0.000000,7,9,9,9,18,23,110,110,110,110,110,28,0,7,11.393468499915928,3.6251249994165846,109.53448400050547,90.21428571428571
1733230461,6,,Aggregated,4.750000,0.000000,7,8,9,9,11,23,110,110,110,110,110,34,0,7,10.499662823456353,3.6251249994165846,109.53448400050547,87.20588235294117
1733230462,7,,Aggregated,5.600000,0.000000,6,8,9,9,10,18,110,110,110,110,110,45,0,6,9.222877155540724,3.476871999737341,109.53448400050547,91.24444444444444
1733230463,8,,Aggregated,5.600000,0.000000,6,7,8,9,10,18,23,110,110,110,110,54,0,6,8.427599685159361,3.2997799999066046,109.53448400050547,89.14814814814815
1733230464,9,,Aggregated,6.142857,0.000000,6,7,8,8,9,11,23,110,110,110,110,62,0,6,8.041365709672274,2.667675999873609,109.53448400050547,84.5
1733230465,10,,Aggregated,6.750000,0.000000,6,7,7,8,9,11,23,110,110,110,110,74,0,5,7.499123054077319,2.667675999873609,109.53448400050547,84.36486486486487
1733230466,11,,Aggregated,6.222222,0.000000,5,7,7,8,9,10,23,110,110,110,110,88,0,5,7.047676954564188,2.667675999873609,109.53448400050547,83.42045454545455
1733230467,12,,Aggregated,6.400000,0.000000,5,6,7,7,9,10,18,23,110,110,110,104,0,5,6.572906826949502,2.667675999873609,109.53448400050547,83.71153846153847
1733230468,13,,Aggregated,8.000000,0.000000,5,6,7,7,9,10,18,23,110,110,110,124,0,5,6.348688362931493,2.667675999873609,109.53448400050547,86.45161290322581
1733230469,14,,Aggregated,8.700000,0.000000,5,6,7,7,9,10,18,23,110,110,110,130,0,5,6.248928115411008,2.667675999873609,109.53448400050547,87.93076923076923
1733230470,15,,Aggregated,10.200000,0.000000,4,5,6,7,8,10,11,23,110,110,110,156,0,4,5.849006955165747,2.179663999413606,109.53448400050547,87.3974358974359
1733230471,16,,Aggregated,10.900000,0.000000,4,5,6,7,8,9,11,23,110,110,110,170,0,4,5.791070700038023,2.179663999413606,109.53448400050547,89.75294117647059
