Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2101,0,2,3.013379378849768,0.8931779993872624,20.387861999552115,121.4869109947644,7.013593858702189,0.0,2,4,4,4,5,6,8,9,12,20,20
POST,/petclinic/api/owners/1/pets,4175,0,18,20.522494949707582,2.5165869992633816,141.28012499895704,118.24646706586826,13.937055859153563,0.0,18,23,26,29,38,45,50,53,61,140,140
POST,/petclinic/api/owners/1/pets/1/visits,2065,0,16,17.75403562370597,2.460186000462272,60.899185000380385,70.46973365617433,6.893418047701104,0.0,16,19,23,25,33,39,45,48,59,61,61
PUT,/petclinic/api/owners/2,2101,0,2,2.178526303663735,0.8279610010504257,15.949040998748387,135.0,7.013593858702189,0.0,2,2,2,3,4,5,7,8,12,16,16
PUT,/petclinic/api/pets/2,2074,0,2,2.0602083592190867,0.7644590004929341,17.01191500069399,121.0,6.923462000451375,0.0,2,2,2,3,4,5,7,7,10,17,17
POST,/petclinic/api/pettypes,2135,0,2,2.986303685226249,0.8205459998862352,15.153902000747621,35.48992974238876,7.127093235758768,0.0,2,3,4,4,5,6,8,9,14,15,15
PUT,/petclinic/api/pettypes/2,2135,0,2,2.56123927726998,0.7244160005939193,15.878930000326363,32.0,7.127093235758768,0.0,2,3,3,4,5,6,7,8,13,16,16
POST,/petclinic/api/specialties,2102,0,2,2.997729069457524,0.8534929984307382,14.37310300025274,43.477640342530925,7.016932075674441,0.0,2,4,4,4,5,7,8,9,12,14,14
PUT,/petclinic/api/specialties/2,2102,0,2,2.592567904355281,0.7433459995809244,25.445286999456584,30.0,7.016932075674441,0.0,2,3,3,4,5,6,7,8,16,25,25
POST,/petclinic/api/vets,2036,0,2,3.0014782205345054,0.8350970001629321,28.678116999799386,106.46512770137525,6.796609755505785,0.0,2,3,4,4,5,6,8,9,12,29,29
PUT,/petclinic/api/vets/2,2036,0,2,2.837115724932689,0.826463001430966,24.001879999559605,112.0,6.796609755505785,0.0,2,3,4,4,5,7,8,9,20,24,24
PUT,/petclinic/api/visits/2,2065,0,2,2.1962565796780775,0.7739169996057171,18.114421998689068,73.0,6.893418047701104,0.0,2,2,3,3,4,5,7,8,11,18,18
,Aggregated,27127,0,3,6.544845413346643,0.7244160005939193,141.28012499895704,85.63840454160062,90.55581180628951,0.0,3,4,6,9,19,27,38,44,55,64,140
