Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,561,0,6,5.505783481310901,1.9084340001427336,21.842009000465623,120.0,1.8714184642090792,0.0,6,6,7,7,8,9,11,13,22,22,22
POST,/petclinic/api/owners/1/pets,1139,0,6,5.962904196662944,1.5282309996109689,224.52094500113162,118.49253731343283,3.799546578848737,0.0,6,7,7,7,9,10,12,13,24,220,220
POST,/petclinic/api/owners/1/pets/1/visits,580,0,6,5.928196244844755,1.7944769988389453,17.126938999354024,69.82758620689656,1.9347998382197253,0.0,6,7,7,7,9,10,12,14,17,17,17
PUT,/petclinic/api/owners/2,561,0,8,7.459807344094185,2.1917140002187807,41.85336800037476,0.0,1.8714184642090792,0.0,8,8,9,10,12,14,17,20,42,42,42
PUT,/petclinic/api/pets/2,578,0,7,6.9047244359507705,1.762685000358033,96.73300299982657,0.0,1.9281281146396574,0.0,7,8,8,9,11,13,16,22,97,97,97
POST,/petclinic/api/pettypes,590,0,6,5.682736928833099,1.8652210001164349,40.610519999972894,34.83728813559322,1.9681584561200656,0.0,6,6,7,7,8,9,12,14,41,41,41
PUT,/petclinic/api/pettypes/2,590,0,5,5.269596394902106,1.5233920003083767,24.52101400012907,0.0,1.9681584561200656,0.0,5,6,6,7,8,9,13,15,25,25,25
POST,/petclinic/api/specialties,631,0,6,5.561484979396788,1.8229910001537064,19.86112699887599,42.83835182250396,2.10492878951146,0.0,6,6,7,7,8,9,12,14,20,20,20
PUT,/petclinic/api/specialties/2,631,0,6,5.520323763868121,1.5867749989411095,17.991083001106745,0.0,2.10492878951146,0.0,6,6,7,7,8,10,12,15,18,18,18
POST,/petclinic/api/vets,611,0,8,7.472030448353104,2.376205000473419,59.14054099957866,105.8428805237316,2.03821155371078,0.0,8,8,9,9,11,12,15,17,59,59,59
PUT,/petclinic/api/vets/2,611,0,7,6.486197014726835,2.0576080005412223,26.530139999522362,0.0,2.03821155371078,0.0,7,8,8,8,10,12,14,15,27,27,27
PUT,/petclinic/api/visits/2,580,0,7,6.4851077207157655,1.8253199996252079,31.081492999874172,0.0,1.9347998382197253,0.0,7,7,8,8,10,12,14,18,31,31,31
,Aggregated,7663,0,6,6.164565615946987,1.5233920003083767,224.52094500113162,46.33146287354822,25.562708897030614,0.0,6,7,8,8,9,11,14,16,32,220,220
