Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1156,0,5,5.3418633918582605,1.5956619990902254,22.80281700041087,120.0,3.857717236702526,0.0,5,6,6,7,8,9,11,12,16,23,23
POST,/petclinic/api/owners/1/pets,2384,0,6,5.52741525543004,1.416241999322665,32.58927299975767,118.48489932885906,7.955707519289639,0.0,6,6,7,7,8,10,12,13,28,33,33
POST,/petclinic/api/owners/1/pets/1/visits,1124,0,6,5.815604417259296,1.3369700009207008,214.0790260000358,70.02580071174377,3.750929216309377,0.0,6,6,7,7,9,10,12,13,17,210,210
PUT,/petclinic/api/owners/2,1156,0,7,7.048098523330243,1.9492100000206847,30.408316000830382,0.0,3.857717236702526,0.0,7,8,8,9,11,13,17,19,26,30,30
PUT,/petclinic/api/pets/2,1228,0,6,5.9683356172833,1.513142000476364,55.102547999922535,0.0,4.097990282587112,0.0,6,7,7,8,9,11,13,14,28,55,55
POST,/petclinic/api/pettypes,1128,0,5,5.171602592146353,1.4365099996211939,24.01788099996338,35.034574468085104,3.76427771885852,0.0,5,6,6,7,8,9,12,14,17,24,24
PUT,/petclinic/api/pettypes/2,1128,0,5,4.81537763652444,1.2001719987893011,26.573404000373557,0.0,3.76427771885852,0.0,5,5,6,6,8,9,11,12,17,27,27
POST,/petclinic/api/specialties,1103,0,5,5.242930911136383,1.5130009996937588,27.642501998343505,43.00453309156845,3.6808495779263724,0.0,5,6,6,7,8,9,11,12,14,28,28
PUT,/petclinic/api/specialties/2,1103,0,5,5.234644678142946,1.376407999487128,30.928969999877154,0.0,3.6808495779263724,0.0,5,6,6,7,8,10,12,13,18,31,31
POST,/petclinic/api/vets,1123,0,7,6.857463659851311,1.8307970003661467,89.29168899885553,106.03027604630454,3.7475920906720908,0.0,7,8,8,9,10,12,14,16,24,89,89
PUT,/petclinic/api/vets/2,1123,0,6,6.353732283148076,1.9072840004810132,28.687930000160122,0.0,3.7475920906720908,0.0,6,7,8,8,10,11,14,16,20,29,29
PUT,/petclinic/api/visits/2,1124,0,6,6.336634059620551,1.5852180004003458,64.95716300014465,0.0,3.750929216309377,0.0,6,7,8,8,10,11,14,17,29,65,65
,Aggregated,14880,0,6,5.78942464689812,1.2001719987893011,214.0790260000358,47.44099462365591,49.656429482814524,0.0,6,6,7,8,9,11,13,15,26,89,210
