Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1733367370,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1733367371,1,,Aggregated,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,2,1,17.388620999554405,81.00523500070267,17.388620999554405,144.62184900185093,60.5
1733367372,2,,Aggregated,0.000000,0.000000,15,15,17,17,140,140,140,140,140,140,140,6,3,7,32.32986083336679,3.9049990009516478,144.62184900185093,45.666666666666664
1733367373,3,,Aggregated,0.000000,0.000000,7,12,15,17,140,140,140,140,140,140,140,10,5,7,22.166490699601127,3.9049990009516478,144.62184900185093,42.0
1733367374,4,,Aggregated,2.000000,1.000000,7,10,15,17,18,140,140,140,140,140,140,15,8,7,17.97266093320407,3.8668769993819296,144.62184900185093,39.13333333333333
1733367375,5,,Aggregated,2.666667,1.333333,7,10,13,15,17,18,140,140,140,140,140,24,13,7,14.018901249983173,2.8986550023546442,144.62184900185093,37.416666666666664
1733367376,6,,Aggregated,3.250000,1.750000,8,12,13,14,17,18,140,140,140,140,140,29,16,8,13.419842379366385,2.8986550023546442,144.62184900185093,38.13793103448276
1733367377,7,,Aggregated,3.400000,1.800000,7,10,12,13,15,18,140,140,140,140,140,40,21,7,11.465502800001559,2.8986550023546442,144.62184900185093,40.15
1733367378,8,,Aggregated,4.500000,2.500000,7,9,11,13,15,17,140,140,140,140,140,48,23,7,10.94181952097036,2.8986550023546442,144.62184900185093,42.479166666666664
1733367379,9,,Aggregated,4.428571,2.428571,7,9,10,11,15,17,18,140,140,140,140,56,25,7,10.277010160864718,2.6503030021558516,144.62184900185093,40.05357142857143
