Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1652,0,5,5.320897225791521,1.2326730002314434,30.884490999596892,120.0,5.510399816765308,0.0,5,6,6,7,8,10,12,14,29,31,31
POST,/petclinic/api/owners/1/pets,3309,0,5,5.3083075859670785,1.3070390004941146,34.937270999762404,118.4992444847386,11.037477599077727,0.0,5,6,7,7,8,10,12,13,17,35,35
POST,/petclinic/api/owners/1/pets/1/visits,1633,0,5,5.719503247387942,1.5596979992551496,220.7616630003031,70.32945499081445,5.447023547686288,0.0,5,6,7,7,9,10,12,15,36,220,220
PUT,/petclinic/api/owners/2,1651,0,7,6.818817854658029,1.9392439999137423,35.855346999596804,0.0,5.507064223655886,0.0,7,8,8,9,10,12,15,18,33,36,36
PUT,/petclinic/api/pets/2,1657,0,5,5.75926137235764,1.4464180003415095,36.510011999780545,0.0,5.527077782312419,0.0,5,6,7,8,10,11,13,14,28,37,37
POST,/petclinic/api/pettypes,1600,0,5,5.114617781244419,1.2579049998748815,41.035141999600455,35.319375,5.33694897507536,0.0,5,6,6,7,8,10,11,13,34,41,41
PUT,/petclinic/api/pettypes/2,1600,0,4,4.706573380619261,1.2091779999536811,21.282454999891343,0.0,5.33694897507536,0.0,4,5,6,7,8,9,11,12,16,21,21
POST,/petclinic/api/specialties,1694,0,5,5.133555618067691,1.282109999920067,33.91981000004307,43.35182998819362,5.650494727361036,0.0,5,6,6,7,8,9,11,13,33,34,34
PUT,/petclinic/api/specialties/2,1694,0,5,5.063539028327938,1.304747000176576,31.588315000590228,0.0,5.650494727361036,0.0,5,6,6,7,8,10,12,13,18,32,32
POST,/petclinic/api/vets,1591,0,6,6.635453929617185,1.9126990000586375,89.64231900063169,106.31552482715273,5.30692863709056,0.0,6,7,8,9,10,12,14,15,35,90,90
PUT,/petclinic/api/vets/2,1591,0,6,6.171847115637372,1.8443250000927947,26.956809000694193,0.0,5.30692863709056,0.0,6,7,8,8,10,11,13,15,25,27,27
PUT,/petclinic/api/visits/2,1633,0,6,5.970586172701759,1.4731279998159152,70.05306200062478,0.0,5.447023547686288,0.0,6,7,7,8,10,11,13,16,32,70,70
,Aggregated,21305,0,5,5.614193502323019,1.2091779999536811,220.7616630003031,47.13912227176719,71.06481119623783,0.0,5,6,7,7,9,11,13,14,30,70,220
