Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2162,0,3,3.6384237349686286,1.266259999738395,20.86281499987308,119.0,7.216408100027758,0.0,3,4,5,5,6,8,10,12,19,21,21
POST,/petclinic/api/owners/1/pets,4182,0,3,3.724402752033271,1.2778440000147384,36.42018700020344,118.5169775227164,13.958843050099947,0.0,3,4,5,5,7,8,10,12,16,36,36
POST,/petclinic/api/owners/1/pets/1/visits,2113,0,3,3.775108360614928,1.412415999766381,77.51048099999025,70.48177946048273,7.052853984902245,0.0,3,4,5,5,7,8,10,11,17,78,78
PUT,/petclinic/api/owners/2,2162,0,4,4.759333461147144,1.8997399997715547,54.096460999971896,0.0,7.216408100027758,0.0,4,5,6,7,9,10,13,15,23,54,54
PUT,/petclinic/api/pets/2,2020,0,3,3.9988662703017956,1.4375330001712427,42.476302000068245,0.0,6.742434950072188,0.0,3,4,5,6,7,9,11,12,23,42,42
POST,/petclinic/api/pettypes,2071,0,3,3.577053729111429,1.3172499998290732,50.29726800012213,34.47416706904877,6.91266474336609,0.0,3,4,5,5,6,8,10,11,18,50,50
PUT,/petclinic/api/pettypes/2,2071,0,3,3.403123267498914,1.18302600003517,28.6948489997485,0.0,6.91266474336609,0.0,3,4,4,5,6,8,10,11,15,29,29
POST,/petclinic/api/specialties,2012,0,3,3.6952726376707425,1.2048260000483424,222.6479969999673,42.45427435387674,6.715732237398635,0.0,3,4,5,5,6,8,10,12,17,220,220
PUT,/petclinic/api/specialties/2,2012,0,3,3.6543594512939985,1.2939250000272295,39.69387300003291,0.0,6.715732237398635,0.0,3,4,5,5,7,8,11,13,19,40,40
POST,/petclinic/api/vets,2123,0,4,4.765870034851994,1.8482440000298084,85.79227600012018,106.48704663212435,7.086232375744186,0.0,4,5,6,6,8,10,12,14,31,86,86
PUT,/petclinic/api/vets/2,2123,0,4,4.404793351390943,1.7435710001336702,22.4236489998475,0.0,7.086232375744186,0.0,4,5,6,6,8,9,12,13,19,22,22
PUT,/petclinic/api/visits/2,2113,0,3,4.0593065627075715,1.4349960001709405,42.25096400023176,0.0,7.052853984902245,0.0,3,4,5,6,8,9,11,13,24,42,42
,Aggregated,27164,0,3,3.9418331857593167,1.18302600003517,222.6479969999673,47.295317331762625,90.66906088304997,0.0,3,4,5,5,7,9,11,13,22,78,220
