Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,268,0,5,4.8694144738849,1.5942619997986185,17.869223999923634,120.66791044776119,0.8942583986980303,0.0,5,5,6,6,8,9,9,10,18,18,18
POST,/petclinic/api/owners/1/pets,498,0,9,8.961395208831004,2.4279159999878175,23.51846800002022,117.36546184738955,1.6617189647448471,0.0,9,10,12,12,14,15,18,18,24,24,24
POST,/petclinic/api/owners/1/pets/1/visits,239,0,9,8.813416569034253,2.460431000145036,131.67187100020783,69.581589958159,0.7974916316747359,0.0,9,9,10,11,12,14,15,17,130,130,130
PUT,/petclinic/api/owners/2,268,0,3,3.520998063423583,1.3225970001258247,14.751291000038691,135.0,0.8942583986980303,0.0,3,4,5,5,7,8,10,12,15,15,15
PUT,/petclinic/api/pets/2,230,0,2,3.2861359826157517,1.2148109999543522,13.215144000014334,121.0,0.767460566046817,0.0,2,4,4,5,6,7,9,11,13,13,13
POST,/petclinic/api/pettypes,258,0,5,4.627695600770177,1.4500290001251415,10.224024000081045,34.627906976744185,0.8608905480003426,0.0,5,5,5,6,7,8,9,10,10,10,10
PUT,/petclinic/api/pettypes/2,258,0,4,3.850397593020025,1.124800000070536,12.76781799992932,32.0,0.8608905480003426,0.0,4,4,5,5,6,7,8,8,13,13,13
POST,/petclinic/api/specialties,257,0,5,4.68380501945243,1.646398000048066,16.25122299992654,42.60311284046693,0.8575537629305737,0.0,5,5,5,6,6,7,9,9,16,16,16
PUT,/petclinic/api/specialties/2,257,0,4,4.004837657575035,1.0948240001198428,10.05543199994463,30.0,0.8575537629305737,0.0,4,4,5,5,6,7,8,9,10,10,10
POST,/petclinic/api/vets,215,0,5,4.906660376740928,1.590864000036163,13.28505500009669,105.55348837209303,0.7174087900002855,0.0,5,5,6,6,7,9,10,12,13,13,13
PUT,/petclinic/api/vets/2,215,0,5,4.492719534887645,1.2548219999644061,12.88110699988465,112.0,0.7174087900002855,0.0,5,5,5,6,7,8,9,10,13,13,13
PUT,/petclinic/api/visits/2,239,0,3,3.3839483263510455,1.1268349999227212,11.601375000054759,73.0,0.7974916316747359,0.0,3,4,4,5,6,7,8,9,12,12,12
,Aggregated,3202,0,5,5.254085806679982,1.0948240001198428,131.67187100020783,84.7898188632105,10.684385793399601,0.0,5,5,6,7,10,12,14,15,21,130,130
