Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,240,240,5,5.255520066634745,1.7899520007631509,31.022176999613293,0.0,0.8011072241307331,0.8011072241307331,5,6,6,6,8,9,10,11,31,31,31
POST,/petclinic/api/owners/1/pets,502,502,5,4.85372596215012,1.43749600101728,12.547766000352567,0.0,1.6756492771401168,1.6756492771401168,5,6,6,6,7,8,9,10,13,13,13
POST,/petclinic/api/owners/1/pets/1/visits,250,4,9,8.292013164027594,2.7239099999860628,16.990694000924123,68.48,0.834486691802847,0.013351787068845551,9,9,10,11,13,14,15,16,17,17,17
PUT,/petclinic/api/owners/2,240,0,5,4.238608579097066,1.390520999848377,9.831056000621174,135.0,0.8011072241307331,0.0,5,5,5,6,7,8,8,9,10,10,10
PUT,/petclinic/api/pets/2,262,0,4,4.060143587733066,1.245946999915759,9.705844000563957,121.0,0.8745420530093836,0.0,5,5,5,5,6,7,8,9,10,10,10
POST,/petclinic/api/pettypes,260,6,5,4.514709723123535,1.5376360006484902,12.193085000035353,33.823076923076925,0.8678661594749608,0.020027680603268327,5,5,5,6,7,8,8,9,12,12,12
PUT,/petclinic/api/pettypes/2,260,0,4,3.73937314615642,1.1668330007523764,9.688101999927312,32.0,0.8678661594749608,0.0,4,4,5,5,6,7,7,8,10,10,10
POST,/petclinic/api/specialties,238,3,5,4.619962848748798,1.4171459988574497,30.03138799977023,42.029411764705884,0.7944313305963103,0.010013840301634163,5,5,5,6,7,8,9,10,30,30,30
PUT,/petclinic/api/specialties/2,238,0,4,3.773705180689273,1.2156369994045235,10.671707001165487,30.0,0.7944313305963103,0.0,4,5,5,5,6,7,8,8,11,11,11
POST,/petclinic/api/vets,228,6,5,5.463602701774219,1.639545000216458,125.53433200082509,102.78947368421052,0.7610518629241965,0.020027680603268327,5,6,6,6,7,8,10,10,130,130,130
PUT,/petclinic/api/vets/2,228,0,5,4.66003961834136,1.4532919994962867,25.229397000657627,112.0,0.7610518629241965,0.0,5,5,6,6,7,8,9,10,25,25,25
PUT,/petclinic/api/visits/2,250,0,2,3.1396903079512413,1.2466849984775763,9.743368000272312,73.0,0.834486691802847,0.0,2,4,4,5,6,7,9,9,10,10,10
,Aggregated,3196,761,5,4.721148242165572,1.1668330007523764,125.53433200082509,57.165519399249064,10.668077868007595,2.540177489847866,5,5,6,6,8,9,11,13,25,130,130
