Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,563,0,6,5.651289202477388,1.774099999693135,21.68722699980208,120.0,1.8784665362279713,0.0,6,6,7,7,8,10,12,13,22,22,22
POST,/petclinic/api/owners/1/pets,1170,0,6,5.934114890596202,1.642931000333192,228.70549299977938,118.48119658119658,3.9037404038840613,0.0,6,7,7,7,8,10,11,12,38,230,230
POST,/petclinic/api/owners/1/pets/1/visits,613,0,6,5.941263466547827,1.961786999800097,28.833129000304325,69.836867862969,2.04529304921447,0.0,6,7,7,7,8,10,12,13,29,29,29
PUT,/petclinic/api/owners/2,563,0,8,7.696450149206591,2.3550089999844204,27.160704999914742,0.0,1.8784665362279713,0.0,8,9,10,10,12,14,17,21,27,27,27
PUT,/petclinic/api/pets/2,607,0,7,6.698909153208846,1.757389999966108,98.81399200003216,0.0,2.02527386765609,0.0,7,8,8,9,10,12,14,19,99,99,99
POST,/petclinic/api/pettypes,614,0,6,5.373059402278005,1.7937380002877035,16.525727000043844,34.843648208469055,2.0486295794741998,0.0,6,6,7,7,8,9,11,12,17,17,17
PUT,/petclinic/api/pettypes/2,614,0,5,4.979482840377558,1.3615670000035607,15.09153899996818,0.0,2.0486295794741998,0.0,5,6,6,7,8,9,11,12,15,15,15
POST,/petclinic/api/specialties,567,0,6,5.638352959431679,1.6934400000536698,15.75404699997307,42.82010582010582,1.8918126572668912,0.0,6,7,7,7,8,9,10,11,16,16,16
PUT,/petclinic/api/specialties/2,567,0,6,5.650924511454122,1.514688000042952,22.687432000111585,0.0,1.8918126572668912,0.0,6,7,7,8,9,10,12,13,23,23,23
POST,/petclinic/api/vets,599,0,8,7.593545859782779,2.0455399999264046,64.84200900013093,105.83973288814691,1.99858162557825,0.0,8,8,9,9,11,13,15,18,65,65,65
PUT,/petclinic/api/vets/2,599,0,7,6.6976833539142575,2.0492220000960515,24.088388000109262,0.0,1.99858162557825,0.0,7,8,8,9,11,12,16,17,24,24,24
PUT,/petclinic/api/visits/2,613,0,7,6.577566631320662,1.829527000154485,30.500754000058805,0.0,2.04529304921447,0.0,7,7,8,8,10,12,15,16,31,31,31
,Aggregated,7689,0,6,6.179724274284578,1.3615670000035607,228.70549299977938,46.56834438808688,25.654581167063714,0.0,6,7,8,8,9,11,13,15,27,230,230
