Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1147,0,5,5.308714889269178,1.492760000473936,24.25922600014019,120.0,3.826494734050117,0.0,5,6,6,7,8,9,11,13,18,24,24
POST,/petclinic/api/owners/1/pets,2347,0,5,5.497727349791221,1.314439000452694,224.50431300012497,118.48870899020025,7.829802215183631,0.0,5,6,7,7,8,10,12,13,19,220,220
POST,/petclinic/api/owners/1/pets/1/visits,1150,0,6,5.742405319128327,1.6772179997133208,20.96911499984344,70.04782608695652,3.8365030027529508,0.0,6,6,7,7,9,10,12,15,18,21,21
PUT,/petclinic/api/owners/2,1147,0,7,6.966143312107582,2.020249999986845,51.67614500032869,0.0,3.826494734050117,0.0,7,8,8,9,11,12,15,16,28,52,52
PUT,/petclinic/api/pets/2,1200,0,6,6.00618158331675,1.536495999971521,92.63528300016333,0.0,4.003307481133514,0.0,6,7,7,8,9,11,13,14,33,93,93
POST,/petclinic/api/pettypes,1128,0,5,5.094675308490949,1.475382000535319,14.92394599972613,35.034574468085104,3.763109032265503,0.0,5,6,6,6,8,9,11,12,14,15,15
PUT,/petclinic/api/pettypes/2,1128,0,5,4.7996335150733325,1.2422520003383397,17.33219800007646,0.0,3.763109032265503,0.0,5,5,6,6,8,9,11,13,17,17,17
POST,/petclinic/api/specialties,1127,0,5,5.3322153354176045,1.5131350000956445,19.53756899911241,43.025732031943214,3.759772942697892,0.0,5,6,7,7,8,9,11,12,17,20,20
PUT,/petclinic/api/specialties/2,1127,0,5,5.3968849192521615,1.2996560008105007,20.556507000037527,0.0,3.759772942697892,0.0,5,6,7,7,9,10,12,13,18,21,21
POST,/petclinic/api/vets,1146,0,7,6.887178830717253,1.9672680000439868,61.53367699971568,106.04973821989529,3.823158644482506,0.0,7,7,8,9,10,12,14,17,23,62,62
PUT,/petclinic/api/vets/2,1146,0,6,6.329084458141283,1.8464430004314636,22.874154999954044,0.0,3.823158644482506,0.0,6,7,8,8,10,12,13,16,23,23,23
PUT,/petclinic/api/visits/2,1150,0,6,6.193069090436636,1.5225430006466922,28.692803000012645,0.0,3.8365030027529508,0.0,6,7,7,8,10,11,14,19,26,29,29
,Aggregated,14943,0,6,5.776213343166985,1.2422520003383397,224.50431300012497,47.234825670882685,49.85118640881508,0.0,6,6,7,7,9,10,13,14,24,93,220
