Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,627,0,4,4.247566028704584,1.1474970001472684,145.72135700018407,120.85805422647528,2.0916414571587714,0.0,4,5,5,5,6,7,8,9,150,150,150
POST,/petclinic/api/owners/1/pets,1230,0,11,12.296429043897113,2.758140999958414,38.60742899996694,117.63821138211382,4.103220083421514,0.0,11,14,17,19,22,24,25,28,37,39,39
POST,/petclinic/api/owners/1/pets/1/visits,627,0,10,10.760427156299736,2.4460439999529626,29.32778900003541,69.84051036682615,2.0916414571587714,0.0,10,12,14,15,18,20,21,23,29,29,29
PUT,/petclinic/api/owners/2,627,0,3,3.1284700733673043,1.0257080002702423,27.664710999943054,135.0,2.0916414571587714,0.0,3,4,4,4,5,6,8,9,28,28,28
PUT,/petclinic/api/pets/2,603,0,3,3.0063444411237077,0.9082599999601371,11.464421000255243,121.0,2.0115786262627418,0.0,3,4,4,4,5,6,7,8,11,11,11
POST,/petclinic/api/pettypes,554,0,4,4.132771460281909,1.310847999775433,10.40618299975904,34.82671480144404,1.8481170131833482,0.0,4,5,5,5,6,7,8,9,10,10,10
PUT,/petclinic/api/pettypes/2,554,0,4,3.4524939169707056,0.8224359999076114,9.582570000020496,32.0,1.8481170131833482,0.0,4,4,4,4,5,6,7,8,10,10,10
POST,/petclinic/api/specialties,611,0,4,4.13143901473386,1.256626999747823,10.246409000046697,42.833060556464815,2.0382662365614186,0.0,4,5,5,5,6,7,8,9,10,10,10
PUT,/petclinic/api/specialties/2,611,0,4,3.481861052374599,0.9538459999021143,9.307119000368402,30.0,2.0382662365614186,0.0,4,4,4,4,5,6,8,8,9,9,9
POST,/petclinic/api/vets,559,0,4,4.248375676215899,1.0824940000020433,31.69513599959828,105.82826475849731,1.8647967696200212,0.0,4,5,5,5,6,7,8,10,32,32,32
PUT,/petclinic/api/vets/2,559,0,4,3.9030776207435856,0.9635420001359307,12.004547000287857,112.0,1.8647967696200212,0.0,4,4,5,5,6,7,9,9,12,12,12
PUT,/petclinic/api/visits/2,627,0,3,3.0118678197783573,0.9779869997146307,10.19685200026288,73.0,2.0916414571587714,0.0,3,4,4,4,5,6,7,8,10,10,10
,Aggregated,7789,0,4,5.59867284131374,0.8224359999076114,145.72135700018407,86.1382719219412,25.983724577048918,0.0,4,5,6,7,12,17,21,23,32,150,150
