Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1182,123,2,646.6894619035529,1.0875460011448013,7229.630588999498,107.49661590524535,3.9438270904966535,0.4103982505339157,2,2,3,5,5000,5000,5000,5000,5000,7200,7200
POST,/petclinic/api/owners/1/pets,2300,342,24,1013.3957343600182,1.3032639999437379,25001.002651999443,100.42652173913044,7.674113627869969,1.1411073307528388,24,35,46,61,5000,5000,10000,14000,23000,25000,25000
POST,/petclinic/api/owners/1/pets/1/visits,1159,133,44,779.3066386842111,2.1350790002543363,22813.6990160001,61.9076790336497,3.867085954217954,0.4437639619594373,44,65,83,100,5000,5000,7500,13000,20000,23000,23000
PUT,/petclinic/api/owners/2,1160,128,2,828.9897210249866,1.0005259991885396,15011.748602999432,119.21379310344828,3.870422525360506,0.4270811062466765,2,2,3,3,5000,5000,10000,10000,15000,15000,15000
PUT,/petclinic/api/pets/2,1127,142,2,914.7885858411498,0.9130310008913511,14986.713489999602,105.75421472937,3.7603156776562847,0.4737931022424067,2,2,2,3,5000,5000,8600,10000,10000,15000,15000
POST,/petclinic/api/pettypes,1164,110,2,595.4085674810897,0.9711029997561127,5895.2472010005295,30.756872852233677,3.8837688099307144,0.36702282568073763,2,2,3,4,4400,5000,5000,5000,5000,5900,5900
PUT,/petclinic/api/pettypes/2,1154,92,1,578.6327268379742,0.8486290007567732,9994.313196000803,29.44887348353553,3.850403098505193,0.30696454511479876,1,2,2,3,4600,5000,5000,5000,5000,10000,10000
POST,/petclinic/api/specialties,1110,101,2,569.8593881378542,0.9765249997144565,6294.328957999824,38.0981981981982,3.703593968232898,0.3369936853977682,2,2,3,4,4300,5000,5000,5000,5000,6300,6300
PUT,/petclinic/api/specialties/2,1102,91,1,549.1707504491409,0.8494619996781694,5035.258355999758,26.605263157894736,3.6769013990924804,0.30362797397224656,1,2,2,3,4800,5000,5000,5000,5000,5000,5000
POST,/petclinic/api/vets,1182,136,2,779.879260510112,0.936391999857733,18952.825755999584,93.7673434856176,3.9438270904966535,0.4537736753870938,2,2,3,4,5000,5000,8100,9900,17000,19000,19000
PUT,/petclinic/api/vets/2,1177,125,2,743.84309587427,1.0387060010543792,14996.403574999931,100.1053525913339,3.9271442347838925,0.41707139281902,2,2,2,3,5000,5000,8400,10000,14000,15000,15000
PUT,/petclinic/api/visits/2,1153,89,1,521.5678013070172,0.8682450006745057,9987.729575999765,67.36513443191674,3.8470665273626405,0.29695483168714226,1,2,2,2,3500,5000,5000,5000,5000,10000,10000
,Aggregated,14970,1612,2,734.0163294379391,0.8486290007567732,25001.002651999443,75.81750167000668,49.94847000400584,5.3785526817940825,2,5,19,33,5000,5000,5000,9200,18000,24000,25000
