Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,608,0,6,5.777994601909373,1.854979000199819,34.00049599986232,120.0,2.0284235600647986,0.0,6,6,7,7,8,9,11,13,34,34,34
POST,/petclinic/api/owners/1/pets,1202,0,6,5.970968816087443,1.6252009991148952,30.909141998563427,118.50582362728785,4.010139998680736,0.0,6,7,7,8,9,10,12,13,19,31,31
POST,/petclinic/api/owners/1/pets/1/visits,566,0,6,5.9306140282750945,1.89777800005686,26.317805999497068,69.82332155477032,1.888302195718217,0.0,6,7,7,7,8,10,12,15,26,26,26
PUT,/petclinic/api/owners/2,608,0,8,7.679431157884521,2.2936109999136534,22.253395000007004,0.0,2.0284235600647986,0.0,8,9,10,10,13,15,17,17,22,22,22
PUT,/petclinic/api/pets/2,594,0,7,6.657656151476502,1.8149999996239785,23.83387600093556,0.0,1.981716438615938,0.0,7,7,8,8,10,12,15,19,24,24,24
POST,/petclinic/api/pettypes,600,0,6,5.611994966663285,1.460411000152817,25.585497000065516,34.84,2.0017337763797354,0.0,6,6,7,7,8,9,11,14,26,26,26
PUT,/petclinic/api/pettypes/2,600,0,5,5.175229563316559,1.4867230001982534,20.188841999697615,0.0,2.0017337763797354,0.0,5,6,6,7,8,10,11,12,20,20,20
POST,/petclinic/api/specialties,653,0,6,5.500386105649888,1.5108679999684682,19.519820001733024,42.84379785604901,2.1785535932932785,0.0,6,6,7,7,8,9,11,13,20,20,20
PUT,/petclinic/api/specialties/2,653,0,5,5.523513834576645,1.5452839998033596,27.634658999886597,0.0,2.1785535932932785,0.0,5,6,7,7,9,10,13,16,28,28,28
POST,/petclinic/api/vets,578,0,8,7.9066485224700696,2.294927999173524,289.06940999877406,105.83391003460207,1.9283368712458118,0.0,8,8,9,9,11,13,15,17,290,290,290
PUT,/petclinic/api/vets/2,578,0,7,6.63385038064586,2.0832789996347856,30.700874000103795,0.0,1.9283368712458118,0.0,7,8,8,8,11,13,16,17,31,31,31
PUT,/petclinic/api/visits/2,566,0,7,6.58915866962055,1.7405239996151067,26.828914000361692,0.0,1.888302195718217,0.0,7,7,8,8,10,12,16,19,27,27,27
,Aggregated,7806,0,6,6.2100189885773265,1.460411000152817,289.06940999877406,46.755956956187546,26.042556430700355,0.0,6,7,8,8,10,11,14,16,26,290,290
