Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,262,0,2,2.0855176754934335,0.9875289997580694,23.075920000337646,119.66030534351145,0.8754253773753374,0.0,2,2,2,2,3,4,5,5,23,23,23
POST,/petclinic/api/owners/1/pets,496,0,5,6.228131570541366,1.3398029987001792,38.83040599976084,117.35483870967742,1.6572938441914784,0.0,5,6,7,8,10,15,22,26,39,39,39
POST,/petclinic/api/owners/1/pets/1/visits,235,0,9,10.193746612732982,1.946334999956889,49.32951100090577,69.57446808510639,0.7852097850503981,0.0,9,11,13,14,17,24,34,45,49,49,49
PUT,/petclinic/api/owners/2,262,0,1.0325080002075993,1.6044111068180331,1.0325080002075993,5.573241000092821,134.0,0.8754253773753374,0.0,1,1,2,2,2,3,4,4,6,6,6
PUT,/petclinic/api/pets/2,234,0,1,1.6266604871451174,0.9727910000947304,5.567277001318871,121.0,0.781868466816141,0.0,1,1,2,2,3,4,4,5,6,6,6
POST,/petclinic/api/pettypes,262,0,2,2.156514805281279,1.147428998592659,23.108892999516684,33.63358778625954,0.8754253773753374,0.0,2,2,2,2,4,4,5,13,23,23,23
PUT,/petclinic/api/pettypes/2,262,0,1,1.5518118778359409,0.8858689998305636,4.661953000322683,32.0,0.8754253773753374,0.0,1,1,1,2,3,4,4,4,5,5,5
POST,/petclinic/api/specialties,230,0,2,1.9400933304416907,1.2052319998474559,5.633316999592353,41.55652173913043,0.7685031938791129,0.0,2,2,2,2,3,4,5,5,6,6,6
PUT,/petclinic/api/specialties/2,230,0,1,1.4765510521101533,0.9011759993882151,4.691020998507156,29.0,0.7685031938791129,0.0,1,1,1,1,3,4,4,4,5,5,5
POST,/petclinic/api/vets,252,0,2,2.1998423174495874,1.015610998365446,8.694600001035724,105.61904761904762,0.8420121950327673,0.0,2,2,2,3,4,5,5,7,9,9,9
PUT,/petclinic/api/vets/2,252,0,1.0802030010381714,1.9478710000334507,1.0802030010381714,14.374794000104885,112.0,0.8420121950327673,0.0,1,2,2,2,4,5,5,6,14,14,14
PUT,/petclinic/api/visits/2,235,0,1,1.4600002000193815,0.8348510000359965,5.124829998749192,73.0,0.7852097850503981,0.0,1,1,1,2,2,3,4,4,5,5,5
,Aggregated,3212,0,2,3.1064188075691925,0.8348510000359965,49.32951100090577,85.53860523038605,10.732314168433525,0.0,2,2,4,4,7,10,15,20,39,49,49
