Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2081,0,5,5.391766999074635,1.5511250021518208,36.34100499766646,120.0,6.942958394956702,0.0,5,6,7,7,9,10,13,14,27,36,36
POST,/petclinic/api/owners/1/pets,4119,0,5,5.40223943629372,1.2707770001725294,42.940292001730995,118.5052197135227,13.74245344970046,0.0,5,6,7,7,9,10,12,14,21,43,43
POST,/petclinic/api/owners/1/pets/1/visits,2129,0,5,5.423925600750411,1.3695010020455811,30.76837600019644,70.48567402536402,7.103103518915337,0.0,5,6,7,7,9,10,13,14,23,31,31
PUT,/petclinic/api/owners/2,2081,0,6,6.610886475756125,1.92807100029313,36.57573600139585,0.0,6.942958394956702,0.0,6,7,8,9,11,12,15,18,30,37,37
PUT,/petclinic/api/pets/2,2038,0,5,5.798330817024903,1.4448869987973012,29.7850750030193,0.0,6.7994950547437565,0.0,5,6,7,8,10,11,14,16,23,30,30
POST,/petclinic/api/pettypes,2160,0,5,5.161711784731543,1.2843840013374574,33.893153002281906,35.49583333333333,7.206530578138624,0.0,5,6,6,7,9,10,12,13,17,34,34
PUT,/petclinic/api/pettypes/2,2160,0,4,4.795765793519253,1.191710998682538,20.543464001093525,0.0,7.206530578138624,0.0,4,5,6,7,8,9,12,13,20,21,21
POST,/petclinic/api/specialties,1997,0,5,5.306262872823079,1.3908460023230873,39.46034000182408,43.45017526289434,6.662704428029088,0.0,5,6,7,7,9,10,12,14,36,39,39
PUT,/petclinic/api/specialties/2,1997,0,5,5.325157253918067,1.285466001718305,41.86474699963583,0.0,6.662704428029088,0.0,5,6,7,7,9,11,13,15,41,42,42
POST,/petclinic/api/vets,1988,0,6,6.675224757022248,1.8935070002044085,307.2263809990545,106.45221327967806,6.632677217286845,0.0,6,7,8,9,10,12,15,16,37,310,310
PUT,/petclinic/api/vets/2,1988,0,6,6.214683821940572,1.7959809993044473,39.29844199956278,0.0,6.632677217286845,0.0,6,7,8,8,10,12,14,17,32,39,39
PUT,/petclinic/api/visits/2,2129,0,5,5.9562323344230546,1.4903219998814166,33.70259299845202,0.0,7.103103518915337,0.0,5,7,7,8,10,12,15,17,32,34,34
,Aggregated,26867,0,5,5.644059120311146,1.191710998682538,307.2263809990545,47.00841180630513,89.6378967790974,0.0,5,6,7,8,9,11,13,15,30,42,310
