Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,560,0,6,5.736855517837317,1.7577210001036292,46.11484699989887,120.0,1.8681995125935809,0.0,6,6,7,7,8,10,12,12,46,46,46
POST,/petclinic/api/owners/1/pets,1172,0,6,5.66458848463668,1.6147530000125698,21.54703599990171,118.4778156996587,3.909874694213708,0.0,6,7,7,7,8,10,12,13,20,22,22
POST,/petclinic/api/owners/1/pets/1/visits,598,0,6,6.361286727426957,1.984652999908576,225.53487200002564,69.83277591973244,1.994970193805288,0.0,6,7,7,8,9,10,13,15,230,230,230
PUT,/petclinic/api/owners/2,560,0,8,7.526710551781791,2.3007569998299005,26.054284000110783,0.0,1.8681995125935809,0.0,8,9,9,10,12,14,18,21,26,26,26
PUT,/petclinic/api/pets/2,612,0,6,6.2473032352941384,1.7235750001418637,25.65113900027427,0.0,2.0416751816201275,0.0,6,7,8,8,10,11,16,18,26,26,26
POST,/petclinic/api/pettypes,571,0,6,5.4668267425561075,1.6669880001245474,13.541970000005676,34.83187390542907,1.904896288733812,0.0,6,6,7,7,8,9,11,12,14,14,14
PUT,/petclinic/api/pettypes/2,571,0,5,5.0935383239875005,1.439851000213821,15.528311999787547,0.0,1.904896288733812,0.0,5,6,6,7,8,9,12,13,16,16,16
POST,/petclinic/api/specialties,637,0,6,5.482711960742034,1.7474829996899643,35.33828299987363,42.83987441130298,2.125076945575198,0.0,6,6,7,7,8,9,12,14,35,35,35
PUT,/petclinic/api/specialties/2,637,0,5,5.309045378340653,1.548620999983541,31.800972999917576,0.0,2.125076945575198,0.0,5,6,7,7,9,10,12,14,32,32,32
POST,/petclinic/api/vets,592,0,8,7.653213246600432,2.5109779999183957,92.09417499960182,105.83783783783784,1.9749537704560711,0.0,8,8,9,9,11,13,15,17,92,92,92
PUT,/petclinic/api/vets/2,592,0,7,6.58552310642412,2.080126999771892,18.49068100000295,0.0,1.9749537704560711,0.0,7,8,8,9,11,12,15,17,18,18,18
PUT,/petclinic/api/visits/2,598,0,7,6.8953471605393295,1.7919310002980637,69.68269900016821,0.0,1.994970193805288,0.0,7,8,8,9,12,13,16,20,70,70,70
,Aggregated,7700,0,6,6.123501447658114,1.439851000213821,225.53487200002564,46.44805194805195,25.687743298161735,0.0,6,7,8,8,9,11,14,16,26,230,230
