Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1111,0,5,5.419965987385538,1.59659000019019,207.04460799970548,120.0,3.706749950816796,0.0,5,6,6,7,8,9,11,13,17,210,210
POST,/petclinic/api/owners/1/pets,2284,0,5,5.473503767517157,1.2914749995616148,39.76386500016815,118.48642732049036,7.620357234622468,0.0,5,6,7,7,8,10,13,14,20,40,40
POST,/petclinic/api/owners/1/pets/1/visits,1151,0,6,5.4714115864774415,1.4910150002833689,20.634862999941106,70.04865334491747,3.840206294680587,0.0,6,6,7,7,8,9,11,12,20,21,21
PUT,/petclinic/api/owners/2,1111,0,7,7.049528831685509,1.9550919996618177,82.69351899980393,0.0,3.706749950816796,0.0,7,8,8,9,10,12,16,20,32,83,83
PUT,/petclinic/api/pets/2,1173,0,6,5.928473659863632,1.5264149997165077,26.975786000548396,0.0,3.913607283805672,0.0,6,6,7,8,9,11,14,16,27,27,27
POST,/petclinic/api/pettypes,1137,0,5,5.109730200552066,1.5616509999745176,20.098721999602276,35.04221635883905,3.7934965743282603,0.0,5,6,6,6,8,9,11,13,17,20,20
PUT,/petclinic/api/pettypes/2,1137,0,5,4.823574878636677,1.1469680002846872,16.95879100043385,0.0,3.7934965743282603,0.0,5,5,6,7,8,9,11,14,16,17,17
POST,/petclinic/api/specialties,1105,0,5,5.091058705888353,1.5920870000627474,41.57651800051099,43.00633484162896,3.686731499237227,0.0,5,6,6,6,8,9,11,13,19,42,42
PUT,/petclinic/api/specialties/2,1105,0,5,5.1252836217465125,1.3828979999743751,19.84289699976216,0.0,3.686731499237227,0.0,5,6,6,7,8,10,12,14,16,20,20
POST,/petclinic/api/vets,1129,0,7,6.768946460575306,2.1528360002776026,53.46821999955864,106.0354295837024,3.766805305555502,0.0,7,7,8,8,10,12,14,15,32,53,53
PUT,/petclinic/api/vets/2,1129,0,6,6.3233013489738665,1.848315000643197,30.468018000647135,0.0,3.766805305555502,0.0,6,7,8,8,10,11,13,15,20,30,30
PUT,/petclinic/api/visits/2,1151,0,6,6.0166156394509684,1.5585199998895405,44.31490800016036,0.0,3.840206294680587,0.0,6,7,7,8,9,11,14,16,38,44,44
,Aggregated,14723,0,6,5.6983144884273536,1.1469680002846872,207.04460799970548,46.97738232697141,49.12194376766489,0.0,6,6,7,7,9,10,13,15,27,83,210
