Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,598,0,6,5.964717274302201,1.872229999207775,225.42051900018123,120.0,1.9959571796017557,0.0,6,6,7,7,8,9,12,13,230,230,230
POST,/petclinic/api/owners/1/pets,1222,0,6,5.671338784780416,1.5396130002045538,35.37230800066027,118.48936170212765,4.078695106142718,0.0,6,7,7,7,8,9,11,13,21,35,35
POST,/petclinic/api/owners/1/pets/1/visits,629,0,6,5.906318052467938,1.9764360004046466,15.65353700061678,69.84101748807632,2.099426531721579,0.0,6,7,7,8,9,10,12,13,16,16,16
PUT,/petclinic/api/owners/2,598,0,8,7.790101520076495,2.2357950001605786,88.24830599951383,0.0,1.9959571796017557,0.0,8,9,10,10,12,14,17,19,88,88,88
PUT,/petclinic/api/pets/2,624,0,6,6.276403014430215,1.6527529987797607,69.30591399941477,0.0,2.0827379265409625,0.0,6,7,8,8,10,11,14,16,69,69,69
POST,/petclinic/api/pettypes,587,0,6,5.486202800678379,1.8169929990108358,14.826974000243354,34.83645655877343,1.959242248204399,0.0,6,6,7,7,8,9,11,13,15,15,15
PUT,/petclinic/api/pettypes/2,587,0,5,5.191094918204595,1.3814819994877325,18.591231999380398,0.0,1.959242248204399,0.0,5,6,6,7,8,9,13,14,19,19,19
POST,/petclinic/api/specialties,588,0,6,5.545205265290712,1.670261999606737,20.401125999342185,42.826530612244895,1.9625799692405224,0.0,6,6,7,7,8,9,11,12,20,20,20
PUT,/petclinic/api/specialties/2,588,0,6,5.585231445570107,1.619319000383257,19.46391300043615,0.0,1.9625799692405224,0.0,6,6,7,8,9,10,12,14,19,19,19
POST,/petclinic/api/vets,586,0,8,7.462563194527233,2.442689999952563,42.11157799909415,105.83617747440273,1.9559045271682758,0.0,8,8,9,9,11,13,16,19,42,42,42
PUT,/petclinic/api/vets/2,586,0,7,6.399282225289681,2.046384001005208,24.98993600056565,0.0,1.9559045271682758,0.0,7,7,8,8,10,12,15,18,25,25,25
PUT,/petclinic/api/visits/2,629,0,7,6.6807063958954265,1.6960800003289478,38.39980200064019,0.0,2.099426531721579,0.0,7,7,8,9,11,13,16,20,38,38,38
,Aggregated,7822,0,6,6.126921945288713,1.3814819994877325,225.42051900018123,47.064050115060084,26.107653944556745,0.0,6,7,8,8,9,11,14,16,31,230,230
