Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2054,0,5,5.163686404088306,1.3151960010873154,27.50205700067454,120.0,6.852178752894858,0.0,5,6,7,7,8,9,11,13,21,28,28
POST,/petclinic/api/owners/1/pets,4110,0,5,5.208610339920006,1.2940710003022105,36.95509399767616,118.49975669099757,13.711029539628951,0.0,5,6,7,7,9,10,11,13,17,37,37
POST,/petclinic/api/owners/1/pets/1/visits,2147,0,5,5.395133460622832,1.2718220023089088,214.92268499787315,70.48998602701444,7.162428326419309,0.0,5,6,7,7,8,10,12,13,19,210,210
PUT,/petclinic/api/owners/2,2053,0,6,6.4400250316778465,1.8679360000533052,27.548959998966893,0.0,6.84884273597524,0.0,6,7,8,8,10,12,15,17,22,28,28
PUT,/petclinic/api/pets/2,2056,0,5,5.497612993172731,1.405390998115763,26.81098700122675,0.0,6.858850786734093,0.0,5,6,7,8,9,10,13,14,22,27,27
POST,/petclinic/api/pettypes,2111,0,5,5.02599077687162,1.3463809991662856,36.94312999868998,35.484130743723355,7.042331717313069,0.0,5,6,6,7,8,9,11,13,26,37,37
PUT,/petclinic/api/pettypes/2,2111,0,4,4.6911335797724245,1.1681579999276437,27.976630997727625,0.0,7.042331717313069,0.0,4,5,6,7,8,9,10,12,21,28,28
POST,/petclinic/api/specialties,2036,0,5,4.93611724707798,1.2472939997678623,19.598432001657784,43.46070726915521,6.792130448341738,0.0,5,5,6,7,8,10,11,12,17,20,20
PUT,/petclinic/api/specialties/2,2036,0,5,4.859037339428157,1.2186080020910595,21.75056999840308,0.0,6.792130448341738,0.0,5,5,6,7,8,10,11,13,18,22,22
POST,/petclinic/api/vets,2089,0,6,6.271294087541503,1.7555660015204921,84.32324699970195,106.47869794159885,6.968939345081479,0.0,6,7,8,8,10,11,13,15,24,84,84
PUT,/petclinic/api/vets/2,2089,0,6,5.900012483029431,1.7154830020444933,33.07789400059846,0.0,6.968939345081479,0.0,6,7,7,8,10,11,13,15,19,33,33
PUT,/petclinic/api/visits/2,2147,0,5,5.7477114699335585,1.4739170001121238,73.58587899943814,0.0,7.162428326419309,0.0,5,6,7,8,9,11,14,15,28,74,74
,Aggregated,27039,0,5,5.412307992969255,1.1681579999276437,214.92268499787315,46.9944524575613,90.20256148954434,0.0,5,6,7,7,9,10,12,14,22,74,210
