Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2014,0,5,5.18565000596306,1.433951998478733,33.89398499894014,120.0,6.719267369547531,0.0,5,6,6,7,8,10,12,13,30,34,34
POST,/petclinic/api/owners/1/pets,4078,0,5,5.192400731964501,1.3169769990781788,33.90718799892056,118.49386954389406,13.605348725429408,0.0,5,6,7,7,8,10,12,13,19,34,34
POST,/petclinic/api/owners/1/pets/1/visits,2038,0,5,5.378980612856208,1.4247230010369094,25.601637000363553,70.46270853778213,6.799338082988017,0.0,5,6,7,7,9,10,12,14,18,26,26
PUT,/petclinic/api/owners/2,2014,0,6,6.469039347060575,1.9147439998050686,76.70128100107831,0.0,6.719267369547531,0.0,6,7,8,9,10,12,14,17,30,77,77
PUT,/petclinic/api/pets/2,2064,0,5,5.612693780033292,1.4024000010977034,22.769663999497425,0.0,6.8860813558818785,0.0,5,6,7,8,9,11,13,15,21,23,23
POST,/petclinic/api/pettypes,2132,0,5,5.223582574119173,1.295422000112012,198.996459999762,35.48921200750469,7.112948377296592,0.0,5,6,6,7,8,10,12,14,36,200,200
PUT,/petclinic/api/pettypes/2,2132,0,4,4.782489889771014,1.165518999187043,58.628082000723225,0.0,7.112948377296592,0.0,4,5,6,7,8,9,11,12,19,59,59
POST,/petclinic/api/specialties,2037,0,5,5.047136471728392,1.2182890004623914,25.388194999322877,43.46097201767305,6.796001803261331,0.0,5,5,6,7,8,10,12,13,18,25,25
PUT,/petclinic/api/specialties/2,2037,0,5,4.92946342610018,1.2803040008293465,24.644594001074438,0.0,6.796001803261331,0.0,5,6,6,7,8,9,11,13,17,25,25
POST,/petclinic/api/vets,2146,0,6,6.394847720428376,1.7885640008898918,56.96890399849508,106.49254426840633,7.159656293470209,0.0,6,7,8,9,10,12,14,16,20,57,57
PUT,/petclinic/api/vets/2,2146,0,6,5.961649526562543,1.7263530007767258,21.823420000146143,0.0,7.159656293470209,0.0,6,7,7,8,10,12,13,16,19,22,22
PUT,/petclinic/api/visits/2,2038,0,5,5.821044952381227,1.4488529996015131,32.44100499978231,0.0,6.799338082988017,0.0,5,6,7,8,10,11,14,16,25,32,32
,Aggregated,26876,0,5,5.478111704971614,1.165518999187043,198.996459999762,46.927630599791634,89.66585393443864,0.0,5,6,7,7,9,11,13,14,23,59,200
