Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/petclinic/api/owners,4,0,120.88601799996468,127.25806649984861,120.88601799996468,136.55170799984262,268943.75,0.4910351459507595,0.0,130,130,140,140,140,140,140,140,140,140,140
POST,/petclinic/api/owners,1,0,7.444533000125375,7.444533000125375,7.444533000125375,7.444533000125375,130.0,0.12275878648768987,0.0,7,7,7,7,7,7,7,7,7,7,7
PUT,/petclinic/api/owners/1,1,0,4.802063000170165,4.802063000170165,4.802063000170165,4.802063000170165,0.0,0.12275878648768987,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/petclinic/api/pets,12,0,77,85.01240108330421,71.34592100010195,109.02207100025407,82253.83333333333,1.4731054378522785,0.0,81,91,98,98,99,110,110,110,110,110,110
DELETE,/petclinic/api/pets/108,1,0,2.874890999919444,2.874890999919444,2.874890999919444,2.874890999919444,0.0,0.12275878648768987,0.0,3,3,3,3,3,3,3,3,3,3,3
DELETE,/petclinic/api/pets/139,1,0,3.0509890002576867,3.0509890002576867,3.0509890002576867,3.0509890002576867,0.0,0.12275878648768987,0.0,3,3,3,3,3,3,3,3,3,3,3
DELETE,/petclinic/api/pets/228,1,0,8.26359099983165,8.26359099983165,8.26359099983165,8.26359099983165,0.0,0.12275878648768987,0.0,8,8,8,8,8,8,8,8,8,8,8
DELETE,/petclinic/api/pets/424,1,0,7.620121999934781,7.620121999934781,7.620121999934781,7.620121999934781,0.0,0.12275878648768987,0.0,8,8,8,8,8,8,8,8,8,8,8
,Aggregated,22,0,77,71.05623945451292,2.874890999919444,136.55170799984262,93770.5,2.700693302729177,0.0,77,95,99,110,120,130,140,140,140,140,140
