Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1978,0,5,5.471482068211876,1.3748370001849253,41.065110999625176,120.0,6.59962190490506,0.0,5,6,7,7,9,11,14,16,34,41,41
POST,/petclinic/api/owners/1/pets,4061,0,5,5.484338424555986,1.3328569984878413,31.834819001232972,118.48707214971682,13.549577631860187,0.0,5,6,7,7,9,11,13,15,24,32,32
POST,/petclinic/api/owners/1/pets/1/visits,2131,0,5,5.431643512437605,1.3600960010080598,70.63164899955154,70.48615673392773,7.1101083313208715,0.0,5,6,7,7,9,10,13,15,20,71,71
PUT,/petclinic/api/owners/2,1978,0,6,6.63135183929532,1.9852990008075722,24.61752300223452,0.0,6.59962190490506,0.0,6,7,8,9,11,13,16,18,24,25,25
PUT,/petclinic/api/pets/2,2083,0,5,5.8887790849509924,1.4239900010579731,41.59586400055559,0.0,6.949955726955127,0.0,5,6,7,8,9,12,14,16,27,42,42
POST,/petclinic/api/pettypes,2062,0,5,5.37638118479377,1.3593240000773221,214.95810600026743,35.47187196896217,6.879888962545114,0.0,5,6,6,7,9,10,13,15,26,210,210
PUT,/petclinic/api/pettypes/2,2062,0,4,4.917538943286024,1.2260789990250487,47.99423000076786,0.0,6.879888962545114,0.0,4,5,6,7,8,10,12,14,29,48,48
POST,/petclinic/api/specialties,2099,0,5,5.141826634622346,1.312848002271494,20.38140899821883,43.476893758932825,7.003339928410375,0.0,5,6,6,7,8,10,12,14,19,20,20
PUT,/petclinic/api/specialties/2,2099,0,5,5.096981456343638,1.26781899962225,29.827564001607243,0.0,7.003339928410375,0.0,5,6,6,7,9,10,12,14,18,30,30
POST,/petclinic/api/vets,2127,0,6,6.572046242590971,1.8593329987197649,89.98489799705567,106.48801128349788,7.096762280957059,0.0,6,7,8,8,10,12,15,17,36,90,90
PUT,/petclinic/api/vets/2,2127,0,6,6.214925281158723,1.7788519980967976,23.517784997238778,0.0,7.096762280957059,0.0,6,7,8,8,10,12,15,17,22,24,24
PUT,/petclinic/api/visits/2,2131,0,5,5.793472914140825,1.4749359979759902,34.90348999912385,0.0,7.1101083313208715,0.0,5,6,7,8,10,11,14,15,25,35,35
,Aggregated,26938,0,5,5.654226879063642,1.2260789990250487,214.95810600026743,46.76082114485114,89.87897617509228,0.0,5,6,7,8,9,11,14,16,25,71,210
