Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1733242318,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1733242319,1,,Aggregated,0.000000,0.000000,210,210,210,210,210,210,210,210,210,210,210,2,0,48,131.47616800051765,47.99423000076786,214.95810600026743,16.5
1733242320,2,,Aggregated,0.000000,0.000000,71,71,90,90,210,210,210,210,210,210,210,6,0,48,79.69696099947517,19.709393000084674,214.95810600026743,34.166666666666664
1733242321,3,,Aggregated,0.000000,0.000000,41,48,71,90,210,210,210,210,210,210,210,9,0,41,62.81648399979329,19.709393000084674,214.95810600026743,49.333333333333336
1733242322,4,,Aggregated,3.000000,0.000000,25,35,48,71,90,210,210,210,210,210,210,15,0,25,46.55053506648983,13.971364998724312,214.95810600026743,43.266666666666666
1733242323,5,,Aggregated,3.000000,0.000000,23,35,41,42,71,90,210,210,210,210,210,21,0,23,38.10477733332802,7.502821001253324,214.95810600026743,41.333333333333336
1733242324,6,,Aggregated,3.000000,0.000000,20,23,35,41,71,90,210,210,210,210,210,28,0,19,31.196691214323177,5.780209998192731,214.95810600026743,44.714285714285715
1733242325,7,,Aggregated,2.750000,0.000000,20,23,29,35,48,90,210,210,210,210,210,34,0,20,28.9360052352362,5.780209998192731,214.95810600026743,45.76470588235294
1733242326,8,,Aggregated,4.666667,0.000000,17,20,23,25,42,71,210,210,210,210,210,46,0,17,24.793521891178504,5.780209998192731,214.95810600026743,41.630434782608695
1733242327,9,,Aggregated,4.857143,0.000000,18,20,23,24,41,71,90,210,210,210,210,52,0,17,23.76085773077928,5.780209998192731,214.95810600026743,40.94230769230769
1733242328,10,,Aggregated,4.857143,0.000000,17,20,23,23,35,48,90,210,210,210,210,61,0,17,22.586596672092547,5.780209998192731,214.95810600026743,44.19672131147541
1733242329,11,,Aggregated,5.666667,0.000000,17,20,23,23,35,48,90,210,210,210,210,73,0,17,22.00324258906408,5.780209998192731,214.95810600026743,44.726027397260275
1733242330,12,,Aggregated,6.100000,0.000000,16,20,21,23,29,42,90,210,210,210,210,90,0,16,20.032795244373524,4.586824998114025,214.95810600026743,47.32222222222222
1733242331,13,,Aggregated,6.800000,0.000000,15,19,20,22,25,41,71,90,210,210,210,110,0,15,18.951798299861945,4.586824998114025,214.95810600026743,47.99090909090909
1733242332,14,,Aggregated,7.700000,0.000000,15,19,20,22,25,41,71,90,210,210,210,120,0,15,18.563119783205668,4.5644279998668935,214.95810600026743,46.99166666666667
1733242333,15,,Aggregated,9.300000,0.000000,15,18,20,21,24,35,71,90,210,210,210,145,0,15,17.8366198411948,4.5644279998668935,214.95810600026743,49.52413793103448
1733242334,16,,Aggregated,10.300000,0.000000,14,18,20,20,24,35,48,90,210,210,210,160,0,14,17.34014136861788,4.5644279998668935,214.95810600026743,50.55
1733242335,17,,Aggregated,11.500000,0.000000,14,17,20,20,24,29,48,90,210,210,210,180,0,14,16.904318005415714,4.5644279998668935,214.95810600026743,48.727777777777774
1733242336,18,,Aggregated,12.600000,0.000000,14,17,19,20,23,25,42,71,210,210,210,201,0,14,16.47397485063284,4.5644279998668935,214.95810600026743,47.885572139303484
1733242337,19,,Aggregated,13.600000,0.000000,13,16,19,20,23,25,42,71,210,210,210,223,0,13,15.935648959543768,4.5644279998668935,214.95810600026743,47.946188340807176
