Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1952,1010,3,3.2944703166191682,0.7862870006647427,38.148847001139075,58.875,6.515389904280903,3.371180227112558,3,4,4,5,6,7,8,10,18,38,38
POST,/petclinic/api/owners/1/pets,4036,1013,17,18.97849448788564,1.2081230015610345,70.84659099928103,88.74826560951438,13.471369699629983,3.3811936337277437,17,22,27,30,38,45,50,54,62,71,71
POST,/petclinic/api/owners/1/pets/1/visits,2027,4,14,16.92074759839325,2.699404998566024,59.10492800103384,70.31968426245683,6.765725069660549,0.013351208820247753,14,18,21,24,31,38,43,45,58,59,59
PUT,/petclinic/api/owners/2,1952,0,2,2.349115522009492,0.8713629977137316,15.49427600184572,135.0,6.515389904280903,0.0,2,2,3,3,5,6,7,9,14,15,15
PUT,/petclinic/api/pets/2,2084,0,2,2.2655275830112607,0.7470650016330183,28.92203200099175,121.0,6.95597979534908,0.0,2,2,3,3,4,6,7,8,12,29,29
POST,/petclinic/api/pettypes,2112,6,3,3.207723010909762,0.7777950013405643,34.11741499803611,36.37926136363637,7.049438257090814,0.02002681323037163,3,4,4,4,6,7,9,11,14,34,34
PUT,/petclinic/api/pettypes/2,2112,0,2,2.7223701236149473,0.6964280000829604,30.27631199802272,32.0,7.049438257090814,0.0,2,3,4,4,5,6,8,9,13,30,30
POST,/petclinic/api/specialties,2151,3,3,3.0968181943773083,0.8371080002689268,34.9692790005065,44.42677824267783,7.179612543088229,0.010013406615185814,3,4,4,4,6,7,8,9,13,35,35
PUT,/petclinic/api/specialties/2,2151,0,2,2.729046186902964,0.7339500007219613,35.186668999813264,30.0,7.179612543088229,0.0,2,3,4,4,5,6,8,9,14,35,35
POST,/petclinic/api/vets,2108,6,2,3.1967173501377633,0.8888579977792688,126.69635400015977,106.17884250474383,7.036087048270566,0.02002681323037163,3,4,4,4,6,7,9,10,14,130,130
PUT,/petclinic/api/vets/2,2108,0,2,2.9548001802894963,0.8606579976913054,22.808206002082443,112.0,7.036087048270566,0.0,2,3,4,4,5,7,8,10,14,23,23
PUT,/petclinic/api/visits/2,2027,0,2,2.2090256798759835,0.7462979992851615,10.862408998946194,73.0,6.765725069660549,0.0,2,2,3,3,4,5,6,8,10,11,11
,Aggregated,26820,2042,3,6.306267083018176,0.6964280000829604,126.69635400015977,76.20190156599553,89.51985513976119,6.815792102736478,3,4,6,7,18,27,37,43,57,67,130
