Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2156,2156,1,1.0092812365559665,0.546438001038041,5.85339200006274,0.0,7.200866298610492,7.200866298610492,1,1,1,1,1,2,2,2,5,6,6
POST,/petclinic/api/owners/1/pets,4239,4239,1,0.9019186600747995,0.5214190005062846,13.786511000944301,0.0,14.15791847857601,14.15791847857601,1,1,1,1,1,2,2,2,4,14,14
POST,/petclinic/api/owners/1/pets/1/visits,2129,2129,1,1.012322114146153,0.543009999091737,4.759720000947709,0.0,7.110688473906186,7.110688473906186,1,1,1,1,1,2,2,2,4,5,5
PUT,/petclinic/api/owners/2,2156,2156,1,0.7662300514963264,0.518490000104066,11.215926000659238,0.0,7.200866298610492,7.200866298610492,1,1,1,1,1,1,2,2,4,11,11
PUT,/petclinic/api/pets/2,2083,2083,1,0.7754887402766535,0.5051680000178749,4.122926000491134,0.0,6.957052179965517,6.957052179965517,1,1,1,1,1,1,2,2,3,4,4
POST,/petclinic/api/pettypes,2084,2084,1,1.0204363310778208,0.5571370002144249,13.638272001117002,0.0,6.96039209939901,6.96039209939901,1,1,1,1,1,2,2,3,4,14,14
PUT,/petclinic/api/pettypes/2,2084,2084,1,0.791958130055076,0.5134929997439031,15.339792998929624,0.0,6.96039209939901,6.96039209939901,1,1,1,1,1,1,2,2,12,15,15
POST,/petclinic/api/specialties,2061,2061,1,1.020443726347715,0.5459160001919372,4.993778000425664,0.0,6.883573952428676,6.883573952428676,1,1,1,1,1,2,2,3,5,5,5
PUT,/petclinic/api/specialties/2,2061,2061,1,0.800521394950941,0.5192129992792616,14.624724999521277,0.0,6.883573952428676,6.883573952428676,1,1,1,1,1,1,2,2,5,15,15
POST,/petclinic/api/vets,2042,2042,1,0.9897213824759922,0.5288510001264513,13.736319000599906,0.0,6.820115483192312,6.820115483192312,1,1,1,1,1,2,2,2,5,14,14
PUT,/petclinic/api/vets/2,2042,2042,1,0.7749935494507353,0.5105939999339171,11.368482999387197,0.0,6.820115483192312,6.820115483192312,1,1,1,1,1,1,2,2,6,11,11
PUT,/petclinic/api/visits/2,2129,2129,1,0.7814918341999961,0.5165960010344861,7.4936219989467645,0.0,7.110688473906186,7.110688473906186,1,1,1,1,1,1,2,2,5,7,7
,Aggregated,27266,27266,1,0.8882562730915757,0.5051680000178749,15.339792998929624,0.0,91.06624327361487,91.06624327361487,1,1,1,1,1,2,2,2,5,14,15
