Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,3,0,20,32.15356299915584,18.586114998470293,58.036636997712776,120.0,0.33388115557386555,0.0,20,20,58,58,58,58,58,58,58,58,58
POST,/petclinic/api/owners/1/pets,7,0,14,13.918019570285521,6.1354130011750385,24.129711997375125,118.42857142857143,0.7790560296723529,0.0,14,16,21,21,24,24,24,24,24,24,24
POST,/petclinic/api/owners/1/pets/1/visits,4,0,10,11.868049750773935,6.3137060024018865,19.752244999835966,68.0,0.4451748740984874,0.0,11,11,20,20,20,20,20,20,20,20,20
PUT,/petclinic/api/owners/2,3,0,25,23.08293433331225,18.49841800139984,25.606546998460544,0.0,0.33388115557386555,0.0,25,25,26,26,26,26,26,26,26,26,26
PUT,/petclinic/api/pets/2,4,0,11,16.64061275005224,8.376901998417452,30.61547399920528,0.0,0.4451748740984874,0.0,16,16,31,31,31,31,31,31,31,31,31
POST,/petclinic/api/pettypes,4,0,11,17.54146050006966,4.461028998775873,37.05208000246785,33.25,0.4451748740984874,0.0,18,18,37,37,37,37,37,37,37,37,37
PUT,/petclinic/api/pettypes/2,4,0,7,9.167148749838816,4.859642998781055,15.198679000604898,0.0,0.4451748740984874,0.0,10,10,15,15,15,15,15,15,15,15,15
POST,/petclinic/api/specialties,5,0,7,13.400280199857662,4.801874998520361,35.20182200009003,41.0,0.5564685926231092,0.0,7,15,15,35,35,35,35,35,35,35,35
PUT,/petclinic/api/specialties/2,5,0,8,9.752799000852974,5.739453001297079,17.381109999405453,0.0,0.5564685926231092,0.0,8,10,10,17,17,17,17,17,17,17,17
POST,/petclinic/api/vets,7,0,18,59.15887171379706,7.531074999860721,303.6527719996229,104.57142857142857,0.7790560296723529,0.0,18,26,27,27,300,300,300,300,300,300,300
PUT,/petclinic/api/vets/2,7,0,11,15.778625571069174,7.164353999542072,32.282385996950325,0.0,0.7790560296723529,0.0,11,17,25,25,32,32,32,32,32,32,32
PUT,/petclinic/api/visits/2,4,0,13,23.130603250137938,12.570802002301207,39.79237100065802,0.0,0.4451748740984874,0.0,27,27,40,40,40,40,40,40,40,40,40
,Aggregated,57,0,15,21.348333438430004,4.461028998775873,303.6527719996229,44.40350877192982,6.343741955903445,0.0,15,18,21,25,32,40,58,300,300,300,300
