Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,4,0,6,9.391819750817376,5.528917001356604,17.525437000585953,120.0,0.4612805127343071,0.0,8,8,18,18,18,18,18,18,18,18,18
POST,/petclinic/api/owners/1/pets,13,0,6.102735998865683,12.789769616154864,6.102735998865683,73.44477299920982,118.3076923076923,1.4991616663864982,0.0,6,7,10,12,14,73,73,73,73,73,73
POST,/petclinic/api/owners/1/pets/1/visits,4,0,7,17.433388749850565,6.841417001851369,42.92070399969816,68.0,0.4612805127343071,0.0,13,13,43,43,43,43,43,43,43,43,43
PUT,/petclinic/api/owners/2,4,0,13,15.3870302501673,11.81302099939785,20.63925900074537,0.0,0.4612805127343071,0.0,17,17,21,21,21,21,21,21,21,21,21
PUT,/petclinic/api/pets/2,9,0,12,15.94063411216161,9.885135001240997,30.303797000669874,0.0,1.037881153652191,0.0,12,14,22,24,30,30,30,30,30,30,30
POST,/petclinic/api/pettypes,5,0,6,13.236402799520874,5.483506000018679,40.349319999222644,33.4,0.5766006409178839,0.0,6,8,8,40,40,40,40,40,40,40,40
PUT,/petclinic/api/pettypes/2,5,0,7,8.611077000387013,6.683740000880789,14.745399999810616,0.0,0.5766006409178839,0.0,7,7,7,15,15,15,15,15,15,15,15
POST,/petclinic/api/specialties,4,0,7,9.272651251194475,6.159352000395302,13.630354002089007,41.0,0.4612805127343071,0.0,11,11,14,14,14,14,14,14,14,14,14
PUT,/petclinic/api/specialties/2,4,0,7,7.1613394993619295,6.375021999701858,8.99934499830124,0.0,0.4612805127343071,0.0,7,7,9,9,9,9,9,9,9,9,9
POST,/petclinic/api/vets,3,0,12,108.14972133448464,8.225495999795385,304.7026860003825,104.0,0.34596038455073036,0.0,12,12,300,300,300,300,300,300,300,300,300
PUT,/petclinic/api/vets/2,3,0,13,20.74741933271677,9.9881540008937,39.651449998928,0.0,0.34596038455073036,0.0,13,13,40,40,40,40,40,40,40,40,40
PUT,/petclinic/api/visits/2,4,0,14.311207996797748,20.27734174953366,14.311207996797748,28.010983998683514,0.0,0.4612805127343071,0.0,24,24,28,28,28,28,28,28,28,28,28
,Aggregated,62,0,10,18.08638416168246,5.483506000018679,304.7026860003825,47.306451612903224,7.14984794738176,0.0,10,13,14,17,28,40,73,300,300,300,300
