Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2029,0,5,5.415461066047673,1.3835739991918672,21.480561001226306,120.0,6.767396983841161,0.0,5,6,7,7,9,10,12,13,19,21,21
POST,/petclinic/api/owners/1/pets,4124,0,5,5.525666222349048,1.3374120026128367,49.831073003588244,118.49199806013578,13.754926151483955,0.0,5,6,7,7,9,11,13,15,27,50,50
POST,/petclinic/api/owners/1/pets/1/visits,2040,0,5,5.662821854325468,1.514786999905482,36.76973700203234,70.46323529411765,6.804085681141434,0.0,5,6,7,7,9,10,13,14,26,37,37
PUT,/petclinic/api/owners/2,2029,0,6,6.63175288171555,1.9799549991148524,32.1400579996407,0.0,6.767396983841161,0.0,6,7,8,9,11,12,15,18,25,32,32
PUT,/petclinic/api/pets/2,2095,0,5,5.907074034393991,1.487489997089142,56.1079039980541,0.0,6.987529167642795,0.0,5,7,7,8,10,11,14,16,25,56,56
POST,/petclinic/api/pettypes,2171,0,5,5.3391058429318115,1.4952480014471803,207.03253200190375,35.4983878397052,7.241014712626495,0.0,5,6,7,7,9,10,12,14,19,210,210
PUT,/petclinic/api/pettypes/2,2171,0,4,4.908427251052305,1.2091619973944034,56.95754400221631,0.0,7.241014712626495,0.0,4,5,6,7,8,10,11,13,18,57,57
POST,/petclinic/api/specialties,2071,0,5,5.3042139714993235,1.3339559991436545,20.405908999237,43.46982134234669,6.907481100805837,0.0,5,6,7,7,9,11,12,14,18,20,20
PUT,/petclinic/api/specialties/2,2071,0,5,5.26100058231469,1.3125539990141988,31.067901996721048,0.0,6.907481100805837,0.0,5,6,7,7,9,10,13,14,27,31,31
POST,/petclinic/api/vets,2105,0,6,6.694429821373562,1.9229230019846,75.15278199934983,106.48266033254157,7.0208825288248615,0.0,6,7,8,9,10,12,15,17,25,75,75
PUT,/petclinic/api/vets/2,2105,0,6,6.446738403781749,1.8239950004499406,28.073350000340724,0.0,7.0208825288248615,0.0,6,7,8,9,10,12,14,16,26,28,28
PUT,/petclinic/api/visits/2,2040,0,6,6.158548112184422,1.5425179990415927,31.90844900018419,0.0,6.804085681141434,0.0,6,7,8,8,10,12,14,18,25,32,32
,Aggregated,27051,0,5,5.748869625398503,1.2091619973944034,207.03253200190375,46.84207607851835,90.22417733360633,0.0,5,6,7,8,9,11,13,15,25,57,210
