Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1733362769,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1733362770,1,,Aggregated,0.000000,0.000000,130,130,130,130,130,130,130,130,130,130,130,2,1,20,77.14413749909,19.561640998290386,134.7266339998896,36.5
1733362771,2,,Aggregated,0.000000,0.000000,12,16,20,20,130,130,130,130,130,130,130,7,4,12,29.57707999978863,5.772320000687614,134.7266339998896,34.285714285714285
1733362772,3,,Aggregated,2.000000,1.000000,10,12,16,16,20,130,130,130,130,130,130,12,7,9,20.368630416669475,4.227037999953609,134.7266339998896,40.583333333333336
1733362773,4,,Aggregated,2.000000,1.000000,9,11,12,14,20,130,130,130,130,130,130,18,10,9,15.888809944549898,3.4464919990568887,134.7266339998896,32.05555555555556
1733362774,5,,Aggregated,3.333333,2.000000,9,11,12,13,16,20,130,130,130,130,130,24,13,9,14.054085125053462,3.4464919990568887,134.7266339998896,38.791666666666664
1733362775,6,,Aggregated,3.333333,2.000000,9,11,12,12,16,20,130,130,130,130,130,28,14,9,13.561170928564284,3.4464919990568887,134.7266339998896,39.785714285714285
1733362776,7,,Aggregated,4.000000,2.200000,10,11,12,12,14,20,130,130,130,130,130,38,18,9,12.313266184240714,3.4464919990568887,134.7266339998896,41.3421052631579
1733362777,8,,Aggregated,4.666667,2.333333,10,11,12,12,14,16,130,130,130,130,130,46,22,10,11.937728217399917,3.4464919990568887,134.7266339998896,42.73913043478261
1733362778,9,,Aggregated,4.857143,2.285714,10,11,12,12,14,16,20,130,130,130,130,54,25,10,11.639165499993261,2.961415999379824,134.7266339998896,43.388888888888886
1733362779,10,,Aggregated,5.000000,2.375000,10,11,12,12,14,16,20,130,130,130,130,67,29,10,11.128331388040825,2.961415999379824,134.7266339998896,47.25373134328358
1733362780,11,,Aggregated,5.555556,2.555556,10,11,11,12,13,16,20,130,130,130,130,82,35,10,10.501881365776281,2.961415999379824,134.7266339998896,47.98780487804878
1733362781,12,,Aggregated,6.100000,2.800000,10,10,11,12,13,16,20,130,130,130,130,91,37,10,10.159070901064187,2.961415999379824,134.7266339998896,48.45054945054945
1733362782,13,,Aggregated,7.100000,3.000000,9,10,11,12,13,15,16,20,130,130,130,107,40,9,9.765613009323852,2.961415999379824,134.7266339998896,51.78504672897196
1733362783,14,,Aggregated,8.000000,3.400000,9,10,11,11,13,15,16,20,130,130,130,126,45,9,9.319094492018358,2.593860001070425,134.7266339998896,53.63492063492063
1733362784,15,,Aggregated,9.300000,3.300000,9,10,11,11,13,15,16,20,130,130,130,141,50,9,9.298071304928794,2.593860001070425,134.7266339998896,53.93617021276596
1733362785,16,,Aggregated,10.000000,3.500000,9,10,11,11,13,16,16,20,130,130,130,159,53,9,9.279074962239449,2.593860001070425,134.7266339998896,54.138364779874216
1733362786,17,,Aggregated,11.200000,3.500000,9,10,10,11,13,16,16,20,130,130,130,178,56,9,9.19447746062442,2.5034519985638326,134.7266339998896,54.12359550561798
1733362787,18,,Aggregated,12.700000,3.700000,9,10,10,11,13,16,17,21,130,130,130,194,57,9,9.1519309175074,2.5034519985638326,134.7266339998896,53.92783505154639
