Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1459,57,2,312.5523225928835,1.0122619987669168,5004.273049000403,116.49485949280329,4.871716802369256,0.1903275241501354,2,2,3,3,10,3900,5000,5000,5000,5000,5000
POST,/petclinic/api/owners/1/pets,2942,211,22,620.6724089275975,3.7261609995766776,28260.775185000966,109.63256288239293,9.82357150964383,0.7045457472926066,22,31,40,48,100,5000,9400,15000,28000,28000,28000
POST,/petclinic/api/owners/1/pets/1/visits,1516,44,28,283.03300385817107,3.531970000040019,5187.477209999997,68.21701846965699,5.062044326519391,0.14691949232642032,28,40,52,62,110,3300,5000,5000,5000,5200,5200
PUT,/petclinic/api/owners/2,1449,60,2,325.0448147142972,0.9968600006686756,5041.818188999969,129.40993788819875,4.838326008658705,0.20034476226330045,2,2,2,3,5,5000,5000,5000,5000,5000,5000
PUT,/petclinic/api/pets/2,1477,68,2,400.729188112375,0.8283239985757973,10003.74258499869,115.42924847664185,4.9318202310482455,0.22705739723174048,2,2,2,2,4,5000,5800,9400,10000,10000,10000
POST,/petclinic/api/pettypes,1455,44,2,293.3754637958777,0.9073059991351329,5005.654395001329,34.031615120274914,4.8583604848850355,0.14691949232642032,2,2,2,3,13,3700,5000,5000,5000,5000,5000
PUT,/petclinic/api/pettypes/2,1449,60,1,297.7155050483029,0.7991610000317451,5036.667127000328,30.67494824016563,4.838326008658705,0.20034476226330045,1,2,2,2,4,4900,5000,5000,5000,5000,5000
POST,/petclinic/api/specialties,1434,63,2,369.46701262762286,0.9687559995654738,5003.328947999762,41.01115760111576,4.7882398180928805,0.21036200037646546,2,2,3,3,18,4600,5000,5000,5000,5000,5000
PUT,/petclinic/api/specialties/2,1423,58,2,342.0247352312318,0.7895529997767881,5028.856053999334,27.81799016163036,4.751509945011275,0.19366660352119042,2,2,2,2,6,5000,5000,5000,5000,5000,5000
POST,/petclinic/api/vets,1544,60,2,314.62591407704883,0.971567000306095,5025.941511999918,102.13665803108809,5.155538548908932,0.20034476226330045,2,2,3,3,13,3800,5000,5000,5000,5000,5000
PUT,/petclinic/api/vets/2,1533,55,2,296.45317975016013,0.9552360006637173,5031.985410998459,107.98173515981735,5.118808675827326,0.1836493654080254,2,2,2,3,5,4700,5000,5000,5000,5000,5000
PUT,/petclinic/api/visits/2,1512,40,2,256.4570183220854,0.8519120001437841,5046.103950000543,71.06878306878306,5.048688009035171,0.1335631748422003,2,2,2,2,3,3300,5000,5000,5000,5000,5000
,Aggregated,19193,820,2,363.50508807976826,0.7895529997767881,28260.775185000966,82.16412233626843,64.08695036865875,2.738045084265106,2,4,10,18,52,4800,5000,5000,18000,28000,28000
