Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1517,70,2,297.7217404594468,0.8468470005027484,5005.915201999414,114.70599868160843,5.065458000995835,0.23373899806836418,2,2,2,3,9,4300,5000,5000,5000,5000,5000
POST,/petclinic/api/owners/1/pets,2999,172,13,415.34436078126305,2.428230000077747,23900.13609900052,111.34711570523508,10.014046502957488,0.5743301095394091,13,19,24,29,48,5000,5000,10000,20000,24000,24000
POST,/petclinic/api/owners/1/pets/1/visits,1482,104,27,534.300209619438,3.6045130000275094,29391.07352100018,65.27867746288798,4.948588501961654,0.3472693685587125,27,40,51,64,140,5000,5500,10000,28000,29000,29000
PUT,/petclinic/api/owners/2,1498,77,2,351.8236067229714,0.8858540004439419,14998.138511999969,127.11214953271028,5.002014558662993,0.2571128978752006,2,2,2,2,4,5000,5000,10000,15000,15000,15000
PUT,/petclinic/api/pets/2,1483,65,2,276.1748704888789,0.8162109998011147,12413.434759000666,115.69656102494943,4.951927630505487,0.2170433553491953,2,2,2,2,3,28,5000,5000,10000,12000,12000
POST,/petclinic/api/pettypes,1481,74,2,316.84027693788346,0.8686580003995914,9812.767637999968,32.51586765698852,4.94524937341782,0.24709551224369927,2,2,2,3,10,5000,5000,5000,9800,9800,9800
PUT,/petclinic/api/pettypes/2,1478,70,1,322.05938817931184,0.7659980001335498,9993.42516500019,30.484438430311233,4.935231987786318,0.23373899806836418,1,2,2,2,4,5000,5000,5000,9200,10000,10000
POST,/petclinic/api/specialties,1432,84,2,356.46097737778956,0.8954029999586055,9278.300129000854,39.710893854748605,4.7816320747699645,0.28048679768203705,2,2,2,3,16,5000,5000,5000,7800,9300,9300
PUT,/petclinic/api/specialties/2,1429,85,1,367.86515987334354,0.7698190001974581,9867.442985999332,27.275017494751573,4.771614689138463,0.2838259262258708,1,2,2,2,4,5000,5000,5000,8300,9900,9900
POST,/petclinic/api/vets,1449,92,2,417.3872089703142,0.943818999985524,14628.955227000006,99.45479641131816,4.838397260015139,0.30719982603270723,2,2,2,3,9,5000,5200,8600,14000,15000,15000
PUT,/petclinic/api/vets/2,1445,79,2,385.49791372180664,0.8750670003792038,15003.058024999518,105.87681660899653,4.825040745839804,0.26379115496286815,2,2,2,2,4,5000,5000,8600,15000,15000,15000
PUT,/petclinic/api/visits/2,1474,62,1,299.61193931816285,0.7859510005800985,9928.11502800032,69.92944369063773,4.921875473610983,0.207025969717694,1,2,2,2,3,5000,5000,5000,7800,9900,9900
,Aggregated,19167,1034,2,365.7607259008198,0.7659980001335498,29391.07352100018,81.1762925862159,64.00107679966194,3.452658914324122,2,3,7,12,37,5000,5000,5000,15000,28000,29000
