Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1118,0,6,5.409708480338607,1.6178650002984796,25.7717180011241,120.0,3.7295205271141803,0.0,6,6,6,7,8,9,11,13,24,26,26
POST,/petclinic/api/owners/1/pets,2269,0,6,5.484545435831834,1.3554659999499563,34.943322998515214,118.49272807404142,7.569125291611874,0.0,6,6,7,7,8,10,12,13,19,35,35
POST,/petclinic/api/owners/1/pets/1/visits,1122,0,6,5.579805934025258,1.6518600004928885,66.37924200003908,70.024064171123,3.7428640710394547,0.0,6,6,7,7,8,10,12,15,19,66,66
PUT,/petclinic/api/owners/2,1118,0,7,7.130136688734859,1.953278999280883,44.761166000171215,0.0,3.7295205271141803,0.0,7,8,9,9,11,13,16,18,24,45,45
PUT,/petclinic/api/pets/2,1151,0,6,5.9273994153159135,1.5652920010325033,41.899810999893816,0.0,3.8396047644976936,0.0,6,7,7,8,9,11,13,15,34,42,42
POST,/petclinic/api/pettypes,1187,0,5,5.350301543382051,1.5292719999706605,31.539820000034524,35.08256107834878,3.959696659825163,0.0,5,6,6,7,8,9,11,12,30,32,32
PUT,/petclinic/api/pettypes/2,1187,0,5,4.936890942689646,1.2309770008869236,17.71469400046044,0.0,3.959696659825163,0.0,5,5,6,6,8,9,11,13,17,18,18
POST,/petclinic/api/specialties,1161,0,5,5.411204038736836,1.3699619994440582,209.31377799934126,43.054263565891475,3.8729636243108794,0.0,5,6,6,7,8,9,11,12,15,210,210
PUT,/petclinic/api/specialties/2,1161,0,5,5.308087714878635,1.3595619984698715,44.79381799865223,0.0,3.8729636243108794,0.0,5,6,6,7,8,10,12,15,25,45,45
POST,/petclinic/api/vets,1152,0,7,6.882360151083036,1.9068329984293086,66.52216799921007,106.0546875,3.8429406504790125,0.0,7,8,8,9,10,12,14,15,22,67,67
PUT,/petclinic/api/vets/2,1152,0,6,6.370668592017144,1.85308999971312,21.716261000619852,0.0,3.8429406504790125,0.0,6,7,8,8,10,12,14,16,20,22,22
PUT,/petclinic/api/visits/2,1121,0,6,6.15277065475738,1.5208000004349742,35.92249299981631,0.0,3.739528185058136,0.0,6,7,7,8,10,12,15,20,29,36,36
,Aggregated,14899,0,6,5.7968789650903165,1.2309770008869236,209.31377799934126,46.673669373783476,49.70136523566563,0.0,6,7,7,8,9,11,13,15,26,67,210
