Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1089,0,4,3.8552456023843686,0.9425020007256535,138.78999400003522,121.01010101010101,3.633201709574115,0.0,4,4,5,5,6,7,8,10,31,140,140
POST,/petclinic/api/owners/1/pets,2230,0,16,18.274370425127838,2.850908999789681,52.54009600048448,118.00717488789238,7.439889634848739,0.0,16,21,25,29,35,38,41,42,49,53,53
POST,/petclinic/api/owners/1/pets/1/visits,1170,0,13,14.801139010255728,2.386611000474659,45.73093399994832,70.06410256410257,3.903439853261446,0.0,13,17,20,22,27,31,33,36,46,46,46
PUT,/petclinic/api/owners/2,1088,0,2,2.73341949081682,0.9091700003409642,16.47652100018604,135.0,3.629865436195259,0.0,2,3,4,4,5,6,8,9,15,16,16
PUT,/petclinic/api/pets/2,1142,0,2,2.549750477226875,0.821347000055539,14.915384000232734,121.0,3.8100241986534797,0.0,2,3,3,4,4,5,7,8,15,15,15
POST,/petclinic/api/pettypes,1181,0,4,3.617258170186974,0.8468010000797221,15.682360000027984,35.077900084674006,3.940138860428861,0.0,4,4,4,5,6,6,8,9,13,16,16
PUT,/petclinic/api/pettypes/2,1181,0,3,3.105692331065656,0.8241290006480995,12.693462000243017,32.0,3.940138860428861,0.0,3,4,4,4,5,6,7,9,11,13,13
POST,/petclinic/api/specialties,1107,0,4,3.709399449870703,0.9183660004055128,28.226174999872455,43.00813008130081,3.693254630393522,0.0,4,4,5,5,6,6,7,8,17,28,28
PUT,/petclinic/api/specialties/2,1107,0,3,3.1105111183284277,0.8207789996959036,11.528009999892674,30.0,3.693254630393522,0.0,3,4,4,4,5,6,7,8,10,12,12
POST,/petclinic/api/vets,1167,0,4,3.7128491456707593,0.8122429999275482,15.872200000558223,106.0668380462725,3.893431033124878,0.0,4,4,5,5,6,7,8,9,14,16,16
PUT,/petclinic/api/vets/2,1167,0,4,3.4133590205617548,0.789927999903739,11.60942300066381,112.0,3.893431033124878,0.0,4,4,4,5,5,6,8,9,11,12,12
PUT,/petclinic/api/visits/2,1170,0,2,2.788757136763279,0.7638810002390528,11.763601999518869,73.0,3.903439853261446,0.0,2,3,4,4,5,6,7,8,11,12,12
,Aggregated,14799,0,4,6.43434643712512,0.7638810002390528,138.78999400003522,85.26968038380971,49.373509733689005,0.0,4,5,6,8,16,25,34,38,44,53,140
