Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1120,123,2,699.4032082705427,1.0417350003990578,5054.728117000195,106.74910714285714,3.743091951371621,0.4110717053738477,2,2,3,5,5000,5000,5000,5000,5000,5100,5100
POST,/petclinic/api/owners/1/pets,2278,343,19,1023.2177234174728,1.3700659992537112,33350.154234,100.1729587357331,7.613181665379066,1.146321910107559,19,27,36,45,5000,5000,10000,13000,24000,33000,33000
POST,/petclinic/api/owners/1/pets/1/visits,1044,171,39,1081.350483492351,1.899750000120548,22666.5624139996,58.43869731800766,3.4890964260999757,0.5714899318612029,39,59,75,96,5000,5000,9300,13000,20000,23000,23000
PUT,/petclinic/api/owners/2,1105,160,2,1003.008296247985,0.972184000602283,19956.853542000317,114.5972850678733,3.692961255594323,0.5347274216245174,2,2,2,3,5000,5000,10000,14000,17000,20000,20000
PUT,/petclinic/api/pets/2,1151,123,2,787.2737593970369,0.9392549991389387,14985.029509000015,108.06950477845352,3.8466953893113716,0.4110717053738477,2,2,2,3,5000,5000,8600,10000,14000,15000,15000
POST,/petclinic/api/pettypes,1081,104,2,623.9445229648494,1.0221909997198964,6239.48233200008,30.640148011100834,3.612752142350645,0.34757282405593626,2,2,3,4,4800,5000,5000,5000,5000,6200,6200
PUT,/petclinic/api/pettypes/2,1078,109,1,619.8631046855178,0.7789410001350916,5025.345478000418,28.76437847866419,3.6027260031951855,0.3642830559817024,1,2,2,3,5000,5000,5000,5000,5000,5000,5000
POST,/petclinic/api/specialties,1078,124,2,705.2844910241272,1.0631739996824763,7484.263489000114,37.07421150278293,3.6027260031951855,0.4144137517590009,2,2,3,4,5000,5000,5000,5000,5000,7500,7500
PUT,/petclinic/api/specialties/2,1075,108,1,679.4264169683731,0.8374859999094042,5033.242135999899,26.086511627906976,3.5926998640397256,0.3609410095965492,1,2,2,3,5000,5000,5000,5000,5000,5000,5000
POST,/petclinic/api/vets,1075,144,2,873.9959740948814,0.9449799999856623,18721.546213000693,91.71162790697674,3.5926998640397256,0.48125467946206557,2,2,3,4,5000,5000,8600,9400,14000,19000,19000
PUT,/petclinic/api/vets/2,1065,133,2,879.2660168976312,1.0393829998065485,14997.861390999788,98.0131455399061,3.5592794001881933,0.44449216922538004,2,2,2,3,5000,5000,10000,10000,15000,15000,15000
PUT,/petclinic/api/visits/2,1037,115,1,723.896242967225,0.8174429995051469,9837.467905000267,64.90453230472517,3.465702101403903,0.38433533429262184,1,2,2,3,5000,5000,5000,5000,8800,9800,9800
,Aggregated,14187,1757,2,825.9426697850147,0.7789410001350916,33350.154234,74.87136110523718,47.41361206616892,5.871975498714231,2,5,18,32,5000,5000,7000,10000,18000,29000,33000
