Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,606,606,5,4.710343495065503,1.4368510001077084,30.22632900137978,0.0,2.0224799364976422,2.0224799364976422,5,5,6,6,7,8,10,11,30,30,30
POST,/petclinic/api/owners/1/pets,1183,1013,5,6.523617617910969,1.2677350005105836,43.83138499906636,17.034657650042266,3.948174529499523,3.380812171076092,5,6,7,7,12,23,25,26,38,44,44
POST,/petclinic/api/owners/1/pets/1/visits,634,4,10,10.766114698730211,2.6257389999955194,136.61976500043238,69.4006309148265,2.1159278543556193,0.013349702551139554,10,12,14,15,18,19,20,22,140,140,140
PUT,/petclinic/api/owners/2,606,0,4,3.9472839505041257,1.022734000798664,27.05219999916153,135.0,2.0224799364976422,0.0,4,5,5,5,6,8,10,13,27,27,27
PUT,/petclinic/api/pets/2,577,0,4,3.6967141316773944,0.950368999838247,12.269576000107918,121.0,1.9256945930018807,0.0,4,4,5,5,6,7,8,10,12,12,12
POST,/petclinic/api/pettypes,628,6,4,4.243676509527379,1.2839900009566918,11.043911001252127,34.51273885350319,2.09590330052891,0.02002455382670933,4,5,5,5,6,7,9,9,11,11,11
PUT,/petclinic/api/pettypes/2,628,0,4,3.6390144538324947,0.9011379988805857,10.706032000598498,32.0,2.09590330052891,0.0,4,4,4,5,6,6,8,9,11,11,11
POST,/petclinic/api/specialties,597,3,4,4.320254412070222,1.1229859992454294,14.172866998706013,42.61306532663317,1.9924431057575784,0.010012276913354665,4,5,5,5,6,7,8,9,14,14,14
PUT,/petclinic/api/specialties/2,597,0,4,3.7849454623072756,0.9242830001312541,29.387683998720604,30.0,1.9924431057575784,0.0,4,4,5,5,6,7,8,9,29,29,29
POST,/petclinic/api/vets,567,6,5,4.396537613777901,1.3831300002493663,12.741972001094837,104.70899470899471,1.8923203366240318,0.02002455382670933,5,5,5,5,6,7,9,10,13,13,13
PUT,/petclinic/api/vets/2,567,0,4,4.168629770711162,1.0529970004427014,14.766450000024633,112.0,1.8923203366240318,0.0,4,5,5,5,6,7,8,10,15,15,15
PUT,/petclinic/api/visits/2,634,0,3,3.025063465346209,0.9383509986946592,18.086689000483602,73.0,2.1159278543556193,0.0,3,4,4,4,5,6,8,9,18,18,18
,Aggregated,7824,1638,4,4.918987351866672,0.9011379988805857,136.61976500043238,60.07860429447853,26.112018190028966,5.466703194691648,4,5,5,6,8,12,17,22,29,140,140
