Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1134,1010,4,4.1479214585841095,1.1411150007916149,33.14585100088152,13.340388007054674,3.7834217249203648,3.3697142347174327,4,5,5,5,6,8,9,10,15,33,33
POST,/petclinic/api/owners/1/pets,2270,1013,10,14.533123311440903,1.2897970009362325,131.0551620008482,65.62070484581498,7.573516151295616,3.3797232868997615,10,17,23,27,33,38,41,42,50,130,130
POST,/petclinic/api/owners/1/pets/1/visits,1133,4,13,14.4957404298405,2.712162999159773,41.60928500095906,69.7828773168579,3.780085374192922,0.01334540290977201,13,16,20,22,27,30,33,35,41,42,42
PUT,/petclinic/api/owners/2,1133,0,2,3.0389567466883314,0.8824029991956195,15.519676999247167,135.0,3.780085374192922,0.0,2,4,4,4,6,7,8,9,13,16,16
PUT,/petclinic/api/pets/2,1136,0,2,3.0150529595338935,0.8195259997592075,28.53175500058569,121.0,3.790094426375251,0.0,2,4,4,4,5,6,8,9,16,29,29
POST,/petclinic/api/pettypes,1143,6,4,3.69561402802474,0.9665590005170088,11.798419000115246,34.85826771653543,3.813448881467352,0.020018104364658014,4,4,5,5,6,7,8,9,11,12,12
PUT,/petclinic/api/pettypes/2,1143,0,3,3.208025328117803,0.8025089991861023,31.83474599973124,32.0,3.813448881467352,0.0,3,4,4,4,5,6,8,9,14,32,32
POST,/petclinic/api/specialties,1179,3,4,3.7224483180622565,0.9970640003302833,27.381732999856467,42.95674300254453,3.9335575076553,0.010009052182329007,4,4,5,5,6,7,8,10,13,27,27
PUT,/petclinic/api/specialties/2,1179,0,3,3.215302475007966,0.8718640001461608,13.019473000895232,30.0,3.9335575076553,0.0,3,4,4,4,5,6,7,8,10,13,13
POST,/petclinic/api/vets,1163,6,4,3.9452456947672094,0.9859980000328505,21.756432000984205,105.5116079105761,3.880175896016212,0.020018104364658014,4,4,5,5,6,7,9,11,13,22,22
PUT,/petclinic/api/vets/2,1163,0,4,3.6698257179895597,0.9778379990166286,14.504795999528142,112.0,3.880175896016212,0.0,4,4,5,5,6,7,9,10,13,15,15
PUT,/petclinic/api/visits/2,1133,0,2,2.806219600191152,0.7917729999462608,15.527353998550097,73.0,3.780085374192922,0.0,2,3,4,4,5,6,7,8,12,16,16
,Aggregated,14909,2042,4,5.975725249392737,0.7917729999462608,131.0551620008482,69.19793413374472,49.74165299544772,6.812828185438612,4,5,6,7,13,24,32,37,44,51,130
