Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,1640,0,5,5.263990330481314,1.4222499994502869,28.636899000048288,120.0,5.471155954793632,0.0,5,6,6,7,8,9,12,13,18,29,29
POST,/petclinic/api/owners/1/pets,3280,0,5,5.363875441455603,1.294318997679511,33.61505999782821,118.5,10.942311909587264,0.0,5,6,7,7,9,10,12,13,17,34,34
POST,/petclinic/api/owners/1/pets/1/visits,1666,0,5,5.5729882196839755,1.397076001012465,225.04835200015805,70.34273709483793,5.557893793101337,0.0,5,6,7,7,9,10,12,14,34,230,230
PUT,/petclinic/api/owners/2,1640,0,7,6.709862689632889,1.964409999345662,52.11778000011691,0.0,5.471155954793632,0.0,7,7,8,9,10,12,15,17,35,52,52
PUT,/petclinic/api/pets/2,1640,0,5,5.810707968328465,1.4645390001533087,39.605308998943656,0.0,5.471155954793632,0.0,5,6,7,8,9,11,13,15,34,40,40
POST,/petclinic/api/pettypes,1637,0,5,5.113891111191376,1.2692999989667442,21.144557000297937,35.33475870494807,5.461147742681205,0.0,5,6,6,7,8,10,11,13,18,21,21
PUT,/petclinic/api/pettypes/2,1637,0,4,4.839848491810399,1.1192189995199442,17.905615999552538,0.0,5.461147742681205,0.0,4,5,6,7,8,10,11,12,16,18,18
POST,/petclinic/api/specialties,1607,0,5,5.170426206010198,1.2853389998781495,24.83838599982846,43.316739265712506,5.361065621556931,0.0,5,6,6,7,8,10,11,12,16,25,25
PUT,/petclinic/api/specialties/2,1607,0,5,5.18621402673392,1.267356001335429,24.55820499926631,0.0,5.361065621556931,0.0,5,6,6,7,9,10,12,13,20,25,25
POST,/petclinic/api/vets,1661,0,7,6.686778517144078,1.7334289987047669,33.815084001616924,106.34437086092716,5.541213439580624,0.0,7,7,8,9,10,12,14,16,22,34,34
PUT,/petclinic/api/vets/2,1661,0,6,6.336981080037086,1.7664519982645288,39.60773499966308,0.0,5.541213439580624,0.0,6,7,8,8,10,11,14,16,31,40,40
PUT,/petclinic/api/visits/2,1666,0,6,5.95835694836466,1.4685599999211263,65.11953600056586,0.0,5.557893793101337,0.0,6,7,7,8,10,12,15,16,28,65,65
,Aggregated,21342,0,5,5.648077490115313,1.1192189995199442,225.04835200015805,47.17280479805079,71.19842096780836,0.0,5,6,7,8,9,11,13,14,24,52,230
