Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/petclinic/api/owners,2120,1010,2,3.309222377802658,0.8221829993999563,30.72882099877461,63.87735849056604,7.0742052596720475,3.370258166164513,2,4,5,5,6,7,9,10,17,31,31
POST,/petclinic/api/owners/1/pets,4199,1013,18,19.27344389213186,1.2922780006192625,69.25334999687038,89.9173612764944,14.011598059133457,3.380268833984804,18,23,27,30,38,45,51,53,63,69,69
POST,/petclinic/api/owners/1/pets/1/visits,2010,4,15,17.165121028853687,2.748816998064285,127.97163700088277,70.31393034825871,6.707147439594724,0.013347557093720845,15,18,21,24,32,38,42,45,53,130,130
PUT,/petclinic/api/owners/2,2120,0,2,2.384181198194367,0.8126590000756551,21.655431999533903,135.0,7.0742052596720475,0.0,2,2,3,3,5,6,8,9,15,22,22
PUT,/petclinic/api/pets/2,2079,0,2,2.2011168186737526,0.7728289965598378,21.7754099976446,121.0,6.937392799461409,0.0,2,2,3,3,4,5,7,8,10,22,22
POST,/petclinic/api/pettypes,2043,6,2,2.9677120459920197,0.7617009978275746,13.594563002698123,36.3582966226138,6.817264785617922,0.020021335640581266,2,3,4,4,5,7,8,9,12,14,14
PUT,/petclinic/api/pettypes/2,2043,0,2,2.552860398016739,0.6894079997437075,17.153635002614465,32.0,6.817264785617922,0.0,2,3,3,4,5,6,7,9,12,17,17
POST,/petclinic/api/specialties,2144,3,2,3.0428550378032857,0.7522699997934978,30.832832999294624,44.42490671641791,7.154290602234372,0.010010667820290633,2,4,4,4,5,6,8,9,15,31,31
PUT,/petclinic/api/specialties/2,2144,0,2,2.6183752439811174,0.7340179981838446,17.283680001128232,30.0,7.154290602234372,0.0,2,3,3,4,5,6,7,8,12,17,17
POST,/petclinic/api/vets,2130,6,2,3.1252230662726683,0.8356340003956575,15.052876002300764,106.18732394366197,7.107574152406349,0.020021335640581266,2,4,4,4,6,7,8,10,14,15,15
PUT,/petclinic/api/vets/2,2130,0,2,2.98704300423,0.8044179994612932,32.68075499727274,112.0,7.107574152406349,0.0,2,3,4,4,6,7,9,10,16,33,33
PUT,/petclinic/api/visits/2,2010,0,2,2.2698663049858223,0.7438319989887532,18.419118998281192,73.0,6.707147439594724,0.0,2,2,3,3,4,5,7,8,12,18,18
,Aggregated,27172,2042,3,6.369607936428745,0.6894079997437075,127.97163700088277,77.38720005888415,90.66995533764569,6.813927896344491,3,4,6,8,18,27,38,43,55,67,130
